 
 
 					 


S/No,Package ID,DRN No.,Supplier ID,Supplier Name,Supplier Email ID,Supplier Address,Supplier Contact Person,Product Name,Product Manufacturer,Product Model,Product Details,Clinic ID,Clinic Name,Clinic Address,Clinic Type,Batch,Supplier Zone,PO No.,PO Date,BE No,BE Type,State,District,Delivery date and time,T&C Date and Time,Serial No.,Actual T&C Date,Delivery Status,
"2746","07 03","QMS 07/03/06/026813","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, Laboratory (Medium)","B Medical Systems Sarl","ML380CSG","Freezers, Laboratory (Medium)","JHR074","Klinik Kesihatan Penerok","Jln  Kukup  82300 Pontian","KK","Batch 6","SOUTHERN","PO106722","2016-09-01","JHNFRM050","NBE","JOHOR","PONTIAN","2018-01-07 9:00AM","2018-01-07 9:00AM","7304123","06-03-2018","Products Installed",
"2747","07 03","QMS 07/03/06/026814","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, Laboratory (Medium)","B Medical Systems Sarl","ML380CSG","Freezers, Laboratory (Medium)","JHR076","Klinik Kesihatan Kayu Ara Pasong","Jln  Kayu Ara Pasong  82010 Pontian","KK","Batch 6","SOUTHERN","PO106722","2016-09-01","JHNFRM051","NBE","JOHOR","PONTIAN","2018-01-07 9:00AM","2018-01-07 9:00AM","7304114","07-03-2018","Products Installed",
"2748","07 03","QMS 07/03/06/026815","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, Laboratory (Medium)","B Medical Systems Sarl","ML380CSG","Freezers, Laboratory (Medium)","JHR077","Klinik Kesihatan Serkat","Jln  Serkat Pontian 82030  Pontian","KK","Batch 6","SOUTHERN","PO106722","2016-09-01","JHNFRM052","NBE","JOHOR","PONTIAN","2018-01-07 9:00AM","2018-01-07 9:00AM","7304119","07-03-2018","Products Installed",
"2749","07 03","QMS 07/03/06/026816","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, Laboratory (Medium)","B Medical Systems Sarl","ML380CSG","Freezers, Laboratory (Medium)","JHR078","Klinik Kesihatan Benut","Jln  Jaafar Benut Pontian 81500","KK","Batch 6","SOUTHERN","PO106722","2016-09-01","JHNFRM053","NBE","JOHOR","PONTIAN","2018-01-07 9:00AM","2018-01-07 9:00AM","7304105","07-03-2018","Products Installed",
"2750","07 03","QMS 07/03/06/026817","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, Laboratory (Medium)","B Medical Systems Sarl","ML380CSG","Freezers, Laboratory (Medium)","JHR080","Klinik Kesihatan Batu Anam","Batu Anam 85100  Segamat","KK","Batch 6","SOUTHERN","PO106722","2016-09-01","JHNFRM054","NBE","JOHOR","SEGAMAT","2018-01-15 9:00AM","2018-01-15 9:00AM","7292449","08-03-2018","Products Installed",
"2751","07 03","QMS 07/03/06/026818","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, Laboratory (Medium)","B Medical Systems Sarl","ML380CSG","Freezers, Laboratory (Medium)","JHR083","Klinik Kesihatan Chaah","Chaah  85400 Segamat","KK","Batch 6","SOUTHERN","PO106722","2016-09-01","JHNFRM055","NBE","JOHOR","SEGAMAT","2018-01-15 9:00AM","2018-01-15 9:00AM","7292461","08-03-2018","Products Installed",
"2752","07 03","QMS 07/03/06/026819","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, Laboratory (Medium)","B Medical Systems Sarl","ML380CSG","Freezers, Laboratory (Medium)","JHR082","Klinik Kesihatan Buluh Kasap","Jalan Tasek Alai  Buluh Kasap 85010 V","KK","Batch 6","SOUTHERN","PO106722","2016-09-01","JHNFRM056","NBE","JOHOR","SEGAMAT","2018-01-15 9:00AM","2018-01-15 9:00AM","7292457","08-03-2018","Products Installed",
"2753","07 03","QMS 07/03/06/026820","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, Laboratory (Medium)","B Medical Systems Sarl","ML380CSG","Freezers, Laboratory (Medium)","JHR084","Klinik Kesihatan Jementah","Jalan Muar  Jementah 85200  Segamat","KK","Batch 6","SOUTHERN","PO106722","2016-09-01","JHNFRM058","NBE","JOHOR","SEGAMAT","2018-01-15 9:00AM","2018-01-15 9:00AM","7292459","08-03-2018","Products Installed",
"2754","07 03","QMS 07/03/06/026821","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, Laboratory (Medium)","B Medical Systems Sarl","ML380CSG","Freezers, Laboratory (Medium)","JHR086","Klinik Kesihatan Segamat","Jalan Muar 85000 Segamat","KK","Batch 6","SOUTHERN","PO106722","2016-09-01","JHNFRM059","NBE","JOHOR","SEGAMAT","2018-01-15 9:00AM","2018-01-15 9:00AM","7304126","08-03-2018","Products Installed",
"2755","07 03","QMS 07/03/06/026822","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, Laboratory (Medium)","B Medical Systems Sarl","ML380CSG","Freezers, Laboratory (Medium)","JHR086","Klinik Kesihatan Segamat","Jalan Muar 85000 Segamat","KK","Batch 6","SOUTHERN","PO106722","2016-09-01","JHNFRM061","NBE","JOHOR","SEGAMAT","2018-01-15 9:00AM","2018-01-15 9:00AM","7292432","08-03-2018","Products Installed",
"2756","07 03","QMS 07/03/06/026823","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, Laboratory (Medium)","B Medical Systems Sarl","ML380CSG","Freezers, Laboratory (Medium)","MLK001","Klinik Kesihatan Padang Sebang","Kg  Padang Sebang 78800 Alor Gajah","KK","Batch 6","SOUTHERN","PO106722","2016-09-01","MLNFRM003","NBE","MELAKA","ALOR GAJAH","2018-01-11 9:00AM","2018-01-11 9:00AM","7304112","26-02-2018","Products Installed",
"2757","07 03","QMS 07/03/06/026824","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, Laboratory (Medium)","B Medical Systems Sarl","ML380CSG","Freezers, Laboratory (Medium)","MLK003","Klinik Kesihatan Simpang Ampat","Bt  22 Kg  Simpang Empat 78000 Alor Gajah","KK","Batch 6","SOUTHERN","PO106722","2016-09-01","MLNFRM004","NBE","MELAKA","ALOR GAJAH","2018-01-11 9:00AM","2018-01-11 9:00AM","7304115","26-02-2018","Products Installed",
"2758","07 03","QMS 07/03/06/026825","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, Laboratory (Medium)","B Medical Systems Sarl","ML380CSG","Freezers, Laboratory (Medium)","MLK004","Klinik Kesihatan Hutan Percha","Felda Tun Ghafar Baba 78100 Alor Gajah","KK","Batch 6","SOUTHERN","PO106722","2016-09-01","MLNFRM005","NBE","MELAKA","ALOR GAJAH","2018-01-11 9:00AM","2018-01-11 9:00AM","7292441","26-02-2018","Products Installed",
"2759","07 03","QMS 07/03/06/026826","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, Laboratory (Medium)","B Medical Systems Sarl","ML380CSG","Freezers, Laboratory (Medium)","MLK005","Klinik Kesihatan Macap Baru","Kg  Macap Baru 78000 Machap","KK","Batch 6","SOUTHERN","PO106722","2016-09-01","MLNFRM006","NBE","MELAKA","ALOR GAJAH","2018-01-11 9:00AM","2018-01-11 9:00AM","7292444","26-02-2018","Products Installed",
"2760","07 03","QMS 07/03/06/026827","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, Laboratory (Medium)","B Medical Systems Sarl","ML380CSG","Freezers, Laboratory (Medium)","MLK011","Klinik Kesihatan Kemendor","Kg  Kemendor 77000 Jasin","KK","Batch 6","SOUTHERN","PO106722","2016-09-01","MLNFRM011","NBE","MELAKA","JASIN","2018-01-11 9:00AM","2018-01-11 9:00AM","7292458","26-02-2018","Products Installed",
"2761","07 03","QMS 07/03/06/026828","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, Laboratory (Medium)","B Medical Systems Sarl","ML380CSG","Freezers, Laboratory (Medium)","MLK013","Klinik Kesihatan Sungai Rambai","Jalan Melaka 77000 Jasin","KK","Batch 6","SOUTHERN","PO106722","2016-09-01","MLNFRM012","NBE","MELAKA","JASIN","2018-01-11 9:00AM","2018-01-11 9:00AM","7304116","26-02-2018","Products Installed",
"2762","07 03","QMS 07/03/06/026829","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, Laboratory (Medium)","B Medical Systems Sarl","ML380CSG","Freezers, Laboratory (Medium)","MLK015","Klinik Kesihatan Simpang Bekoh","Kg  Simpang Bekoh 77100 Asahan","KK","Batch 6","SOUTHERN","PO106722","2016-09-01","MLNFRM014","NBE","MELAKA","JASIN","2018-01-11 9:00AM","2018-01-11 9:00AM","7292443","26-02-2018","Products Installed",
"2763","07 03","QMS 07/03/06/026830","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, Laboratory (Medium)","B Medical Systems Sarl","ML380CSG","Freezers, Laboratory (Medium)","NSB001","Klinik Kesihatan  Pertang","Jalan Besar Pertang 72300 Pertang Jelebu","KK","Batch 6","SOUTHERN","PO106722","2016-09-01","NSNFRM003","NBE","NEGERI SEMBILAN","JELEBU","2018-01-11 9:00AM","2018-01-11 9:00AM","7304118","22-02-2018","Products Installed",
"2764","07 03","QMS 07/03/06/026831","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, Laboratory (Medium)","B Medical Systems Sarl","ML380CSG","Freezers, Laboratory (Medium)","NSB004","Klinik Kesihatan Simpang Durian","Jalan Simpang Durian 72400 Simpang Duria Jelebu","KK","Batch 6","SOUTHERN","PO106722","2016-09-01","NSNFRM005","NBE","NEGERI SEMBILAN","JELEBU","2018-01-11 9:00AM","2018-01-11 9:00AM","7292454","22-02-2018","Products Installed",
"2765","07 04","QMS 07/04/06/026834","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Refrigerators, Laboratory (High)","Daihan Labtech Co. Ltd.","LCV-203GR","Refrigerators, Laboratory (High)","JHR016","Klinik Kesihatan Kulai","Jalan Pejabat Kerajaan, Kulai, Kulaijaya, 81000 ","KK","Batch 6","Southern","PO106898","2016-09-01","JHNREH003","NBE","JOHOR","KULAI JAYA","2018-01-24 8:30AM","2018-01-24 8:30AM","2017121801BQ","06-02-2018","Products Installed",
"2766","07 04","QMS 07/04/06/026835","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Refrigerators, Laboratory (High)","Daihan Labtech Co. Ltd.","LCV-203GR","Refrigerators, Laboratory (High)","JHR017","Klinik Kesihatan Kulai Besar","Batu 19  Jalan Air Hitam  81000 Kulai Jaya  Johor","KK","Batch 6","SOUTHERN","PO106898","2016-09-01","JHNREH005","NBE","JOHOR","KULAI JAYA","2018-01-24 11:00AM","2018-01-24 11:00AM","2017121802BQ","06-02-2018","Products Installed",
"2767","07 04","QMS 07/04/06/026836","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Refrigerators, Laboratory (High)","Daihan Labtech Co. Ltd.","LCV-203GR","Refrigerators, Laboratory (High)","JHR075","Klinik Kesihatan Pontian","Jln  Alsagoff 82000 Pontian","KK","Batch 6","SOUTHERN","PO106898","2016-09-01","JHNREH006","NBE","JOHOR","PONTIAN","2018-01-24 2:30PM","2018-01-24 2:30PM","2017121803BQ","21-02-2018","Products Installed",
"2768","07 04","QMS 07/04/06/026837","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Refrigerators, Laboratory (High)","Daihan Labtech Co. Ltd.","LCV-203GR","Refrigerators, Laboratory (High)","JHR075","Klinik Kesihatan Pontian","Jln  Alsagoff 82000 Pontian","KK","Batch 6","SOUTHERN","PO106898","2016-09-01","JHNREH007","NBE","JOHOR","PONTIAN","2018-01-24 2:30PM","2018-01-24 2:30PM","2017121804BQ","21-02-2018","Products Installed",
"2769","07 04","QMS 07/04/06/026838","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Refrigerators, Laboratory (High)","Daihan Labtech Co. Ltd.","LCV-203GR","Refrigerators, Laboratory (High)","JHR021","Klinik Kesihatan Taman Tun Aminah (Tmn. Sri Orkid (Sementara))","No  9 11 15   17 Jalan Sri Orkid 26 Johor  Bahru  81200","KK","Batch 6","SOUTHERN","PO106898","2016-09-01","JHNREH011","NBE","JOHOR","JOHOR BAHRU","2018-01-21 11:00AM","2018-01-21 11:00AM","2017121805BQ","06-02-2018","Products Installed",
"2770","07 04","QMS 07/04/06/026839","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Refrigerators, Laboratory (High)","Daihan Labtech Co. Ltd.","LCV-203GR","Refrigerators, Laboratory (High)","JHR022","Klinik Kesihatan Tampoi","Batu 5  Jalan Skudai  81200 Johor Bahru  Johor","KK","Batch 6","SOUTHERN","PO106898","2016-09-01","JHNREH013","NBE","JOHOR","JOHOR BAHRU","2018-01-21 2:30PM","2018-01-21 2:30PM","2017121806BQ","06-02-2018","Products Installed",
"2771","07 04","QMS 07/04/06/026840","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Refrigerators, Laboratory (High)","Daihan Labtech Co. Ltd.","LCV-203GR","Refrigerators, Laboratory (High)","JHR592","Klinik Kesihatan Taman Universiti","Jalan Kebudayaan 28  Taman Universiti  81300 Johor Bharu","KK","Batch 6","SOUTHERN","PO106898","2016-09-01","JHNREH016","NBE","JOHOR","JOHOR BAHRU","2018-01-22 2:30PM","2018-01-22 2:30PM","2017121807BQ","06-02-2018","Products Installed",
"2772","07 04","QMS 07/04/06/026841","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Refrigerators, Laboratory (High)","Daihan Labtech Co. Ltd.","LCV-203GR","Refrigerators, Laboratory (High)","JHR025","Klinik Kesihatan Kempas","Jalan Persisiran Tanjung  Tampoi Johor  Bahru  81200","KK","Batch 6","SOUTHERN","PO106898","2016-09-01","JHNREH018","NBE","JOHOR","JOHOR BAHRU","2018-01-22 11:00AM","2018-01-22 11:00AM","20171218088Q","05-03-2018","Products Installed",
"2773","07 04","QMS 07/04/06/026842","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Refrigerators, Laboratory (High)","Daihan Labtech Co. Ltd.","LCV-203GR","Refrigerators, Laboratory (High)","JHR026","Klinik Kesihatan Masai","Jalan Pekeliling Masai  81750  Masai Johor  Bahru Johor","KK","Batch 6","SOUTHERN","PO106898","2016-09-01","JHNREH020","NBE","JOHOR","JOHOR BAHRU","2018-01-22 2:30PM","2018-01-22 2:30PM","201712181909BQ","06-02-2018","Products Installed",
"2774","07 04","QMS 07/04/06/026843","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Refrigerators, Laboratory (High)","Daihan Labtech Co. Ltd.","LCV-203GR","Refrigerators, Laboratory (High)","JHR027","Klinik Kesihatan Ulu Tiram","Ulu Tiram Johor   Bahru Johor  Bahru  81800","KK","Batch 6","SOUTHERN","PO106898","2016-09-01","JHNREH022","NBE","JOHOR","JOHOR BAHRU","2018-01-23 8:30AM","2018-01-23 8:30AM","201712181 0BQ","06-02-2018","Products Installed",
"2775","07 04","QMS 07/04/06/026844","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Refrigerators, Laboratory (High)","Daihan Labtech Co. Ltd.","LCV-203GR","Refrigerators, Laboratory (High)","JHR028","Klinik Kesihatan Jalan Mahmoodiah","Jalan Mahmoodiah  80100 Johor Bahru","KK","Batch 6","SOUTHERN","PO106898","2016-09-01","JHNREH024","NBE","JOHOR","JOHOR BAHRU","2018-01-22 8:30AM","2018-01-22 8:30AM","201712181 1BQ","06-02-2018","Products Installed",
"2776","07 04","QMS 07/04/06/026845","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Refrigerators, Laboratory (High)","Daihan Labtech Co. Ltd.","LCV-203GR","Refrigerators, Laboratory (High)","JHR029","Klinik Kesihatan Jalan Mengkibol","Jalan Mengkibol Kluang 86000","KK","Batch 6","SOUTHERN","PO106898","2016-09-01","JHNREH027","NBE","JOHOR","KLUANG","2018-01-25 9:00AM","2018-01-25 9:00AM","2017121812BQ","28-02-2018","Products Installed",
"2777","07 04","QMS 07/04/06/026846","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Refrigerators, Laboratory (High)","Daihan Labtech Co. Ltd.","LCV-203GR","Refrigerators, Laboratory (High)","JHR029","Klinik Kesihatan Jalan Mengkibol","Jalan Mengkibol Kluang 86000","KK","Batch 6","SOUTHERN","PO106898","2016-09-01","JHNREH028","NBE","JOHOR","KLUANG","2018-01-25 9:00AM","2018-01-25 9:00AM","2017121813BQ","28-02-2018","Products Installed",
"2778","07 04","QMS 07/04/06/026847","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Refrigerators, Laboratory (High)","Daihan Labtech Co. Ltd.","LCV-203GR","Refrigerators, Laboratory (High)","JHR029","Klinik Kesihatan Jalan Mengkibol","Jalan Mengkibol Kluang 86000","KK","Batch 6","SOUTHERN","PO106898","2016-09-01","JHNREH031","NBE","JOHOR","KLUANG","2018-01-25 9:00AM","2018-01-25 9:00AM","2017121814BQ","28-02-2018","Products Installed",
"2779","07 04","QMS 07/04/06/026848","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Refrigerators, Laboratory (High)","Daihan Labtech Co. Ltd.","LCV-203GR","Refrigerators, Laboratory (High)","JHR079","Klinik Kesihatan Bandar Putra","Jalan Genuang  Bandar Putra 85000 Segamat","KK","Batch 6","SOUTHERN","PO106898","2016-09-01","JHNREH033","NBE","JOHOR","SEGAMAT","2018-01-25 11:00AM","2018-01-25 11:00AM","2017121818BQ","08-02-2018","Products Installed",
"2780","07 04","QMS 07/04/06/026849","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Refrigerators, Laboratory (High)","Daihan Labtech Co. Ltd.","LCV-203GR","Refrigerators, Laboratory (High)","JHR086","Klinik Kesihatan Segamat","Jalan Muar 85000 Segamat","KK","Batch 6","SOUTHERN","PO106898","2016-09-01","JHNREH035","NBE","JOHOR","SEGAMAT","2018-01-25 8:30AM","2018-01-25 8:30AM","2017051625BQ","08-02-2018","Products Installed",
"2781","07 04","QMS 07/04/06/026850","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Refrigerators, Laboratory (High)","Daihan Labtech Co. Ltd.","LCV-203GR","Refrigerators, Laboratory (High)","MLK002","Klinik Kesihatan Masjid Tanah","Jalan Besar Masjid Tanah  78300 Alor Gajah","KK","Batch 6","SOUTHERN","PO106898","2016-09-01","MLNREH002","NBE","MELAKA","ALOR GAJAH","2018-01-19 2:00PM","2018-01-19 2:00PM","2016121963BQ","31-01-2018","Products Installed",
"2782","07 04","QMS 07/04/06/026851","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Refrigerators, Laboratory (High)","Daihan Labtech Co. Ltd.","LCV-203GR","Refrigerators, Laboratory (High)","MLK010","Klinik Kesihatan Jasin","Jalan Besar Jasin 77000 Jasin","KK","Batch 6","SOUTHERN","PO106898","2016-09-01","MLNREH004","NBE","MELAKA","JASIN","2018-01-19 3:00PM","2018-01-19 3:00PM","2017051618BQ","25-01-2018","Products Installed",
"2783","07 04","QMS 07/04/06/026852","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Refrigerators, Laboratory (High)","Daihan Labtech Co. Ltd.","LCV-203GR","Refrigerators, Laboratory (High)","NSB033","Klinik Kesihatan Nilai","Jalan Besar Nilai Labu 71800 Seremban","KK","Batch 6","SOUTHERN","PO106898","2016-09-01","NSNREH003","NBE","NEGERI SEMBILAN","SEREMBAN","2018-01-16 9:00AM","2018-01-16 9:00AM","2017051622BQ","23-01-2018","Products Installed",
"2784","07 05","QMS 07/05/06/026856","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR002","Klinik Kesihatan Batu Arang","JKR G 1325   Batu Arang  48100 Gombak  Selangor","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM002","NBE","SELANGOR","GOMBAK","2018-02-14 12:00PM","2018-02-14 12:00PM","2210M317051804","22-02-2018","Products Installed",
"2785","07 05","QMS 07/05/06/026857","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR027","Klinik Kesihatan Pulau Indah","Pt 8805 JKR 1353 Jln Rahmat  Pulau Indah  42920 Klang  Selangor ","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM004","NBE","SELANGOR","KLANG","2018-02-21 2:00PM","2018-02-21 2:00PM","2210M317052401","26-02-2018","Products Installed",
"2786","07 05","QMS 07/05/06/026858","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR013","Klinik Kesihatan Semenyih","Kg Baru Cina  43500 Semenyih  Selangor ","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM005","NBE","SELANGOR","HULU LANGAT","2018-02-14 9:00AM","2018-02-14 9:00AM","2210M317052201","20-02-2018","Products Installed",
"2787","07 05","QMS 07/05/06/026859","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR015","Klinik Kesihatan Beranang","Jalan Seremban  43700 Beranang  Selangor ","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM006","NBE","SELANGOR","HULU LANGAT","2018-02-14 12:00PM","2018-02-14 12:00PM","2210M317052403","20-02-2018","Products Installed",
"2788","07 05","QMS 07/05/06/026860","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR016","Klinik Kesihatan Soeharto","Kuala Kubu Bahru 44010 Hulu Selangor  Selangor","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM007","NBE","SELANGOR","HULU SELANGOR","2018-02-28 2:00PM","2018-02-28 2:00PM","2210M317102001","06-03-2018","Products Installed",
"2789","07 05","QMS 07/05/06/026861","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Laboratory (Medium)","Thermo Fisher Scientific Inc","PLR221","Refrigerators, Laboratory (Medium)","SLR017","Klinik Kesihatan Ulu Yam Bharu","Jalan Besar  Hulu Bernam  44300 Hulu Selangor  Selangor ","KK","Batch 6","CENTRAL","PO106562","2016-09-01","SLNREM008","NBE","SELANGOR","HULU SELANGOR","2018-02-15 9:00AM","2018-02-15 9:00AM","2210M31622710","26-02-2018","Products Installed",
