 
 
 					 


S/No,Package ID,DRN No.,Supplier ID,Supplier Name,Supplier Email ID,Supplier Address,Supplier Contact Person,Product Name,Product Manufacturer,Product Model,Product Details,Clinic ID,Clinic Name,Clinic Address,Clinic Type,Batch,Supplier Zone,PO No.,PO Date,BE No,BE Type,State,District,Delivery date and time,T&C Date and Time,Serial No.,Delivery Status,
"2494","04 01","QMS 04/01/03/07638","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Sterilizing Units, portable","Daihan Labtech Co Ltd","LAC3011V","Sterilizing Units, portable","PRK392","Klinik Pergigian Di Klinik Kesihatan Pengkalan Hulu (Kroh)","Jln Tasek 33100 Pengkalan Hulu","KK","Batch 3","NORTHERN","PO106894","2016-09-01","PRNSTP003","NBE","PERAK","HULU PERAK","2017-05-02 8:30AM","2017-05-02 8:30AM","2016092943","Products Installed",
"2495","04 01","QMS 04/01/03/07639","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Sterilizing Units, portable","Daihan Labtech Co Ltd","LAC3011V","Sterilizing Units, portable","PRK392","Klinik Pergigian Di Klinik Kesihatan Pengkalan Hulu (Kroh)","Jln Tasek 33100 Pengkalan Hulu","KK","Batch 3","NORTHERN","PO106894","2016-09-01","PRNSTP004","NBE","PERAK","HULU PERAK","2017-05-02 8:30AM","2017-05-02 8:30AM","2016092942","Products Installed",
"2496","04 01","QMS 04/01/03/07652","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Sterilizing Units, portable","Daihan Labtech Co Ltd","LAC3011V","Sterilizing Units, portable","PRK473","Klinik Pergigian Di Klinik Kesihatan Sungai Siput","Jalan Besar 31100 Sg  Siput Perak","KK","Batch 3","NORTHERN","PO106894","2016-09-01","PRNSTP005","NBE","PERAK","KUALA KANGSAR","2017-05-02 2:30PM","2017-05-02 2:30PM","2016092960","Products Installed",
"2497","04 01","QMS 04/01/03/07653","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Sterilizing Units, portable","Daihan Labtech Co Ltd","LAC3011V","Sterilizing Units, portable","PRK473","Klinik Pergigian Di Klinik Kesihatan Sungai Siput","Jalan Besar 31100 Sg  Siput Perak","KK","Batch 3","NORTHERN","PO106894","2016-09-01","PRNSTP006","NBE","PERAK","KUALA KANGSAR","2017-05-02 2:30PM","2017-05-02 2:30PM","2016092959","Products Installed",
"2498","04 01","QMS 04/01/03/07657","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Sterilizing Units, portable","Daihan Labtech Co Ltd","LAC3011V","Sterilizing Units, portable","SBH292","Klinik Pergigian Papar","Hospital Papar Peti Surat 6 89607 Papar Sabah","KK","Batch 3","East Malaysia","PO106894","2016-09-01","SBNSTP009","NBE","SABAH","KOTA KINABALU","2017-05-02 2:30PM","2017-05-02 2:30PM","216092955","Products Installed",
"2499","07 03","QMS 07/03/03/07707","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, Laboratory (Medium)","Dometic,Luxemberg","ML380CSG","Freezers, Laboratory (Medium)","NSB020","Klinik Kesihatan Pasir Panjang","Km 26  Jalan Pantai  71250  Port Dickson","KK","Batch 3","SOUTHERN","PO106722","2016-09-01","NSNFRM020","NBE","NEGERI SEMBILAN","PORT DICKSON","2017-05-02 4:00PM","2017-05-02 4:00PM","6440826","Products Installed",
"2500","07 03","QMS 07/03/03/07708","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, Laboratory (Medium)","Dometic,Luxemberg","ML380CSG","Freezers, Laboratory (Medium)","NSB023","Klinik Kesihatan Lukut","Km 12  Jln Seremban  79003  Port Dickson","KK","Batch 3","SOUTHERN","PO106722","2016-09-01","NSNFRM022","NBE","NEGERI SEMBILAN","PORT DICKSON","2017-05-02 2:00PM","2017-05-02 2:00PM","7023671","Products Installed",
"2501","07 03","QMS 07/03/03/07711","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, Laboratory (Medium)","Dometic,Luxemberg","ML380CSG","Freezers, Laboratory (Medium)","NSB032","Klinik Kesihatan Mantin","Jalan Besar Setul 71700 Mantin","KK","Batch 3","SOUTHERN","PO106722","2016-09-01","NSNFRM028","NBE","NEGERI SEMBILAN","SEREMBAN","2017-05-02 9:00AM","2017-05-02 9:00AM","6440828","Products Installed",
"2502","07 10","QMS 07/10/03/07747","SUP026","SCIENCE VALLEY SDN BHD","gigihue@svl.com.my","BLOCK C, 705, KELANA SQUARE NO.17, JALAN SS 7/26 KELANA JAYA 47301 PETALING JAYA, Selangor","MsKang Chu Ying","Refrigerators","MEDIREF","PHARMA-127","Refrigerators","JHR366","Klinik Pergigian Di Klinik Kesihatan Taman Tun Aminah","Taman Tun Aminah  Johor Bahru 81300 Johor","KK","Batch 3","SOUTHERN","TPO0710","2017-02-01","JHNREF009","NBE","JOHOR","JOHOR BAHRU","2017-05-02 3:00PM","2017-05-02 3:00PM","12714751/317","Products Installed",
"2503","09 11","QMS 09/11/03/07896","SUP028","SKYDENTAL MALAYSIA SDN BHD","hdxmalaysia@gmail.com","BUILDING INFORMATION CENTRE, UNIT NO. P107, JALAN 243/51A, 46100 PETALING JAYA, SELANGOR","Mr David Shin","Thermoforming Unit Dental","Al Dente Dentalprodukte","Dunapronic Vacuumformer","Thermoforming Unit Dental","SLR277","Klinik Pergigian Di Klinik Kesihatan AU 2 Keramat","Jalan Au 2  Taman Keramat  54200 Kuala Lumpur ","KK","Batch 3","CENTRAL","PO106728","2016-09-01","SLNTHD013","NBE","SELANGOR","GOMBAK","2017-03-01 09.00AM","2017-05-02 09:00AM","300255","Products Installed",
"2504","09 11","QMS 09/11/03/07897","SUP028","SKYDENTAL MALAYSIA SDN BHD","hdxmalaysia@gmail.com","BUILDING INFORMATION CENTRE, UNIT NO. P107, JALAN 243/51A, 46100 PETALING JAYA, SELANGOR","Mr David Shin","Thermoforming Unit Dental","Al Dente Dentalprodukte","Dunapronic Vacuumformer","Thermoforming Unit Dental","SLR278","Klinik Pergigian Di Klinik Kesihatan Selayang Baru","Jalan Sungai Tua  68100 Batu Caves  Selangor ","KK","Batch 3","CENTRAL","PO106728","2016-09-01","SLNTHD014","NBE","SELANGOR","GOMBAK","2017-03-01 09.00AM","2017-05-02 09:00AM","300213","Products Installed",
"2505","09 06","QMS 09/06/03/07935","SUP009","EDUMED SOLUTIONS SDN BHD","edumedinfo@gmail.com","D2-8-1, PUSAT PERDAGANGAN DANA 1, JALAN PJU 1A/46, 47301 PETALING JAYA, SELANGOR.","Yogha Lakshime","Acrylic Curing Units, Dental","Reddish Stone SRL","Manfredi Acrydig 12","Acrylic Curing Units, Dental","SLR376","Klinik Pergigian Di Klinik Kesihatan Sungai Chua","Kaw  Perindustrian Sg Chua  Sg Ramal Luar  43000 Sungai Chua  Kajang  Selangor","KK","Batch 3","CENTRAL","PO107324","2016-09-01","SLNACC001","NBE","SELANGOR","HULU LANGAT","2017-03-01 09.00AM","2017-05-02 09:00AM","1464","Products Installed",
"2506","09 06","QMS 09/06/03/07936","SUP009","EDUMED SOLUTIONS SDN BHD","edumedinfo@gmail.com","D2-8-1, PUSAT PERDAGANGAN DANA 1, JALAN PJU 1A/46, 47301 PETALING JAYA, SELANGOR.","Yogha Lakshime","Acrylic Curing Units, Dental","Reddish Stone SRL","Manfredi Acrydig 12","Acrylic Curing Units, Dental","SLR376","Klinik Pergigian Di Klinik Kesihatan Sungai Chua","Kaw  Perindustrian Sg Chua  Sg Ramal Luar  43000 Sungai Chua  Kajang  Selangor","KK","Batch 3","CENTRAL","PO107324","2016-09-01","SLNACC002","NBE","SELANGOR","HULU LANGAT","2017-03-01 09.00AM","2017-05-02 09:00AM","1463","Products Installed",
"2507","07 06A","QMS 07/06A/03/07969","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, laboratory Vaccine (Gas/ Elec)","Dometic,Luxemberg","RCW50EG","Freezers, laboratory Vaccine (Gas/ Elec)","SWK148","Klinik Kesihatan Kesindu","Klinik Kesihatan Kesindu  94800  Kota Samarahan","KK","Batch 3","East Malaysia","PO106889","2016-09-01","SWNFRV073","NBE","SARAWAK","SAMARAHAN","2017-05-02 10:00AM","2017-05-02 10:00AM","7023716","Products Installed",
"2508","07 06A","QMS 07/06A/03/07970","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, laboratory Vaccine (Gas/ Elec)","Dometic,Luxemberg","RCW50EG","Freezers, laboratory Vaccine (Gas/ Elec)","SWK150","Klinik Kesihatan Munggu Lallang","Klinik Kesihatan Munggu Lallang  94300  Kota Samarahan","KK","Batch 3","East Malaysia","PO106889","2016-09-01","SWNFRV074","NBE","SARAWAK","SAMARAHAN","2017-05-02 8:00AM","2017-05-02 8:00AM","7023723","Products Installed",
"2509","07 06A","QMS 07/06A/03/07971","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, laboratory Vaccine (Gas/ Elec)","Dometic,Luxemberg","RCW50EG","Freezers, laboratory Vaccine (Gas/ Elec)","SWK151","Klinik Kesihatan Sebangan","Klinik Kesihatan Sebangan  94300  Kota Samarahan","KK","Batch 3","East Malaysia","PO106889","2016-09-01","SWNFRV075","NBE","SARAWAK","SAMARAHAN","2017-05-02 2:00PM","2017-05-02 2:00PM","7023712","Products Installed",
"2510","07 06A","QMS 07/06A/03/07972","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, laboratory Vaccine (Gas/ Elec)","Dometic,Luxemberg","RCW50EG","Freezers, laboratory Vaccine (Gas/ Elec)","SWK152","Klinik Kesihatan Sebuyau","Klinik Kesihatan Sebuyau  94300  Kota Samarahan","KK","Batch 3","East Malaysia","PO106889","2016-09-01","SWNFRV076","NBE","SARAWAK","SAMARAHAN","2017-05-02 4:00PM","2017-05-02 4:00PM","7023712","Products Installed",
"2511","07 08","QMS 07/08/03/08062","SUP015","LESOSHOPPE SDN BHD","leso.qms@gmail.com","Lot  12A, Jalan Gitar  33/3, Section 33, Elite Industrial Estate, 40350 Shah Alam Selangor.","LEE SOON WEE","Refrigerators, Pharmacy (Medium)","Thermo Fisher Scientific","PLR386","Refrigerators, Pharmacy (Medium)","SWK066","Klinik Kesihatan Batu Danau","Klinik Kesihatan Batu Danau  Limbang   98700  Limbang","KK","Batch 3","East Malaysia","PO106542","2016-09-01","SWNREE036","NBE","SARAWAK","LIMBANG","2017-05-02 10:00AM","2017-05-02 10:00AM","3860M317011603","Products Installed",
"2512","05 13","QMS 05/13/03/08108","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Bilirubinometers, Lab","Ginevri srl","One Beam","Bilirubinometers, Lab","NSB024","Klinik Kesihatan Astana Raja","Kampung Legong Hilir  71350 Kota Rembau","KK","Batch 3","SOUTHERN","PO106891","2016-09-01","NSNBIB002","NBE","NEGERI SEMBILAN","REMBAU","2017-05-02 3:30PM","2017-05-02 3:30PM","1641/17","Products Installed",
"2513","01 11","QMS 01/11/03/08183","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Monitoring Systems, Physiologic","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","IPM 10-Mindray","Monitoring Systems, Physiologic","JHR037","Klinik Kesihatan Air Tawar 2","Jalan Pasar  Sg Rengit  Kota Tinggi  81900","KK","Batch 3","SOUTHERN","PO106666","2016-09-01","JHNMOP061","NBE","JOHOR","KOTA TINGGI","2017-05-02 9:00AM","2017-05-02 9:00AM","FG-72034133","Products Installed",
"2514","01 11","QMS 01/11/03/08184","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Monitoring Systems, Physiologic","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","IPM 10-Mindray","Monitoring Systems, Physiologic","JHR037","Klinik Kesihatan Air Tawar 2","Jalan Pasar  Sg Rengit  Kota Tinggi  81900","KK","Batch 3","SOUTHERN","PO106666","2016-09-01","JHNMOP062","NBE","JOHOR","KOTA TINGGI","2017-05-02 9:00AM","2017-05-02 9:00AM","FG-72034138","Products Installed",
"2515","01 11","QMS 01/11/03/08185","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Monitoring Systems, Physiologic","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","IPM 10-Mindray","Monitoring Systems, Physiologic","JHR039","Klinik Kesihatan Bandar Penawar","N0 5 Jalan Pembangunan  81900 Kota Tinggi","KK","Batch 3","SOUTHERN","PO106666","2016-09-01","JHNMOP063","NBE","JOHOR","KOTA TINGGI","2017-05-02 9:00AM","2017-05-02 9:00AM","FG-72033906","Products Installed",
"2516","01 11","QMS 01/11/03/08186","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Monitoring Systems, Physiologic","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","IPM 10-Mindray","Monitoring Systems, Physiologic","JHR039","Klinik Kesihatan Bandar Penawar","N0 5 Jalan Pembangunan  81900 Kota Tinggi","KK","Batch 3","SOUTHERN","PO106666","2016-09-01","JHNMOP064","NBE","JOHOR","KOTA TINGGI","2017-05-02 9:00AM","2017-05-02 9:00AM","FG-72034126","Products Installed",
"2517","01 11","QMS 01/11/03/08187","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Monitoring Systems, Physiologic","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","IPM 10-Mindray","Monitoring Systems, Physiologic","JHR041","Klinik Kesihatan Bukit Besar","Jalan Depan Sekolah Kota Tinggi 81900","KK","Batch 3","SOUTHERN","PO106666","2016-09-01","JHNMOP065","NBE","JOHOR","KOTA TINGGI","2017-05-02 9:00AM","2017-05-02 9:00AM","FG-72034125","Products Installed",
"2518","01 11","QMS 01/11/03/08188","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Monitoring Systems, Physiologic","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","IPM 10-Mindray","Monitoring Systems, Physiologic","JHR041","Klinik Kesihatan Bukit Besar","Jalan Depan Sekolah Kota Tinggi 81900","KK","Batch 3","SOUTHERN","PO106666","2016-09-01","JHNMOP066","NBE","JOHOR","KOTA TINGGI","2017-05-02 9:00AM","2017-05-02 9:00AM","FG-72034124","Products Installed",
"2519","01 11","QMS 01/11/03/08189","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Monitoring Systems, Physiologic","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","IPM 10-Mindray","Monitoring Systems, Physiologic","JHR042","Klinik Kesihatan Bukit Waha","Jalan Pembangunan  Bandar Penawar Kota Tinggi 81900","KK","Batch 3","SOUTHERN","PO106666","2016-09-01","JHNMOP067","NBE","JOHOR","KOTA TINGGI","2017-05-02 9:00AM","2017-05-02 9:00AM","FG-72033894","Products Installed",
"2520","01 11","QMS 01/11/03/08190","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Monitoring Systems, Physiologic","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","IPM 10-Mindray","Monitoring Systems, Physiologic","JHR044","Klinik Kesihatan Lok Heng","Felda Air Tawar 2 Kota Tinggi 81900","KK","Batch 3","SOUTHERN","PO106666","2016-09-01","JHNMOP069","NBE","JOHOR","KOTA TINGGI","2017-05-02 9:00AM","2017-05-02 9:00AM","FG-72033895","Products Installed",
"2521","01 11","QMS 01/11/03/08191","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Monitoring Systems, Physiologic","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","IPM 10-Mindray","Monitoring Systems, Physiologic","JHR047","Klinik Kesihatan Sungai Rengit","Pengerang  81620 Kota Tinggi   Johor","KK","Batch 3","SOUTHERN","PO106666","2016-09-01","JHNMOP071","NBE","JOHOR","KOTA TINGGI","2017-05-02 9:00AM","2017-05-02 9:00AM","FG-72033891","Products Installed",
"2522","01 11","QMS 01/11/03/08192","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Monitoring Systems, Physiologic","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","IPM 10-Mindray","Monitoring Systems, Physiologic","JHR047","Klinik Kesihatan Sungai Rengit","Pengerang  81620 Kota Tinggi   Johor","KK","Batch 3","SOUTHERN","PO106666","2016-09-01","JHNMOP072","NBE","JOHOR","KOTA TINGGI","2017-05-02 9:00AM","2017-05-02 9:00AM","FG-72033875","Products Installed",
"2523","01 11","QMS 01/11/03/08193","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Monitoring Systems, Physiologic","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","IPM 10-Mindray","Monitoring Systems, Physiologic","JHR048","Klinik Kesihatan Tanjung Sedili","Felda Sening Kota Tinggi 81900","KK","Batch 3","SOUTHERN","PO106666","2016-09-01","JHNMOP073","NBE","JOHOR","KOTA TINGGI","2017-05-02 9:00AM","2017-05-02 9:00AM","FG-72033903","Products Installed",
"2524","01 11","QMS 01/11/03/08194","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Monitoring Systems, Physiologic","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","IPM 10-Mindray","Monitoring Systems, Physiologic","JHR048","Klinik Kesihatan Tanjung Sedili","Felda Sening Kota Tinggi 81900","KK","Batch 3","SOUTHERN","PO106666","2016-09-01","JHNMOP074","NBE","JOHOR","KOTA TINGGI","2017-05-02 9:00AM","2017-05-02 9:00AM","FG-72033900","Products Installed",
"2525","01 11","QMS 01/11/03/08234","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Monitoring Systems, Physiologic","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","IPM 10-Mindray","Monitoring Systems, Physiologic","MLK001","Klinik Kesihatan Padang Sebang","Kg  Padang Sebang 78800 Alor Gajah","KK","Batch 3","SOUTHERN","PO106666","2016-09-01","MLNMOP008","NBE","MELAKA","ALOR GAJAH","2017-05-02 10:30AM","2017-05-02 10:30AM","FG-72033870","Products Installed",
"2526","01 11","QMS 01/11/03/08235","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Monitoring Systems, Physiologic","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","IPM 10-Mindray","Monitoring Systems, Physiologic","MLK001","Klinik Kesihatan Padang Sebang","Kg  Padang Sebang 78800 Alor Gajah","KK","Batch 3","SOUTHERN","PO106666","2016-09-01","MLNMOP009","NBE","MELAKA","ALOR GAJAH","2017-05-02 10:30AM","2017-05-02 10:30AM","FG-72033867","Products Installed",
"2527","01 11","QMS 01/11/03/08236","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Monitoring Systems, Physiologic","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","IPM 10-Mindray","Monitoring Systems, Physiologic","MLK003","Klinik Kesihatan Simpang Ampat","Bt  22 Kg  Simpang Empat 78000 Alor Gajah","KK","Batch 3","SOUTHERN","PO106666","2016-09-01","MLNMOP011","NBE","MELAKA","ALOR GAJAH","2017-05-02 2:30PM","2017-05-02 2:30PM","FG-72033876","Products Installed",
"2528","01 11","QMS 01/11/03/08237","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Monitoring Systems, Physiologic","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","IPM 10-Mindray","Monitoring Systems, Physiologic","MLK003","Klinik Kesihatan Simpang Ampat","Bt  22 Kg  Simpang Empat 78000 Alor Gajah","KK","Batch 3","SOUTHERN","PO106666","2016-09-01","MLNMOP012","NBE","MELAKA","ALOR GAJAH","2017-05-02 2:30PM","2017-05-02 2:30PM","FG-72033968","Products Installed",
"2529","01 11","QMS 01/11/03/08315","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Monitoring Systems, Physiologic","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","IPM 10-Mindray","Monitoring Systems, Physiologic","PRK069","Klinik Kesihatan Kampung Gajah","Pekan Kampung Gajah  36800  Perak Tengah","KK","Batch 3","NORTHERN","PO106666","2016-09-01","PRNMOP058","NBE","PERAK","PERAK TENGAH","2017-05-02 10:00AM","2017-05-02 10:00AM","FG-72033944","Products Installed",
"2530","01 11","QMS 01/11/03/08316","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Monitoring Systems, Physiologic","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","IPM 10-Mindray","Monitoring Systems, Physiologic","PRK072","Klinik Kesihatan Ulu Dedap","Ulu Dedap  36000  Teluk Intan","KK","Batch 3","NORTHERN","PO106666","2016-09-01","PRNMOP060","NBE","PERAK","PERAK TENGAH","2017-05-02 10:00AM","2017-05-02 10:00AM","FG-72033970","Products Installed",
"2531","01 11","QMS 01/11/03/08317","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Monitoring Systems, Physiologic","Shenzhen Mindray Bio Medical Electronics Co., Ltd.","IPM 10-Mindray","Monitoring Systems, Physiologic","PRK073","Klinik Kesihatan Changkat Lada","Changkat Lada  36800  Perak Tengah","KK","Batch 3","NORTHERN","PO106666","2016-09-01","PRNMOP061","NBE","PERAK","PERAK TENGAH","2017-05-02 10:00AM","2017-05-02 10:00AM","FG-72033877","Products Installed",
"2532","06 01","QMS 06/01/03/08637","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Ergometeres, Bicycle","Horizon Fitness","Comfort R-Horizon","Ergometeres, Bicycle","JHR038","Klinik Kesihatan Bandar Mas","Jalan Tun Habab Kota Tinggi 81900","KK","Batch 3","SOUTHERN","PO106617","2016-09-01","JHNERB026","NBE","JOHOR","KOTA TINGGI","2017-05-02 9:00AM","2017-05-02 9:00AM","RB023-16125028","Products Installed",
"2533","06 01","QMS 06/01/03/08638","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Ergometeres, Bicycle","Horizon Fitness","Comfort R-Horizon","Ergometeres, Bicycle","JHR037","Klinik Kesihatan Air Tawar 2","Jalan Pasar  Sg Rengit  Kota Tinggi  81900","KK","Batch 3","SOUTHERN","PO106617","2016-09-01","JHNERB028","NBE","JOHOR","KOTA TINGGI","2017-05-02 9:00AM","2017-05-02 9:00AM","RB023-16125029","Products Installed",
"2534","06 01","QMS 06/01/03/08646","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Ergometeres, Bicycle","Horizon Fitness","Comfort R-Horizon","Ergometeres, Bicycle","MLK002","Klinik Kesihatan Masjid Tanah","Jalan Besar Masjid Tanah  78300 Alor Gajah","KK","Batch 3","SOUTHERN","PO106617","2016-09-01","MLNERB004","NBE","MELAKA","ALOR GAJAH","2017-05-02 10:30AM","2017-05-02 10:30AM","RB02-317032001","Products Installed",
"2535","06 01","QMS 06/01/03/08695","SUP016","MALAYSIAN HEALTHCARE SDN BHD","operations@maycare.com","10, JALAN ANGGERIK VANILLA Q31/1Q KOTA KEMUNING 40460 SHAH ALAM SELANGOR","Ms Premah","Ergometeres, Bicycle","Horizon Fitness","Comfort R-Horizon","Ergometeres, Bicycle","SLR054","Klinik Kesihatan Salak","117  Jalan Salak  43900 Sepang  Selangor ","KK","Batch 3","CENTRAL","PO106617","2016-09-01","SLNERB044","NBE","SELANGOR","SEPANG","2017-05-02 2:30PM","2017-05-02 2:30PM","RB023-17032049","Products Installed",
