BE Number,BE Category,Clinic Code,Clinic Category,District,State,Current Status ,New Status 
JHPSPL005,SPIROMETERS| LOW,JHR003,KESIHATAN,BATU PAHAT,JOHOR,DEA,ACT
PRPSPL317,SPIROMETERS| LOW,PRK025,KESIHATAN,KERIAN,PERAK,DEA,ACT
PRPSPL320,SPIROMETERS| LOW,PRK026,KESIHATAN,KERIAN,PERAK,DEA,ACT
PRPSPL324,SPIROMETERS| LOW,PRK028,KESIHATAN,KINTA,PERAK,DEA,ACT
PRPSPL325,SPIROMETERS| LOW,PRK028,KESIHATAN,KINTA,PERAK,DEA,ACT
PRPSPL327,SPIROMETERS| LOW,PRK036,KESIHATAN,KINTA,PERAK,DEA,ACT
PRPSPL328,SPIROMETERS| LOW,PRK036,KESIHATAN,KINTA,PERAK,DEA,ACT
PRPSPL329,SPIROMETERS| LOW,PRK036,KESIHATAN,KINTA,PERAK,DEA,ACT
PRPSPL330,SPIROMETERS| LOW,PRK036,KESIHATAN,KINTA,PERAK,DEA,ACT
PRPSPL335,SPIROMETERS| LOW,PRK041,KESIHATAN,KAMPAR,PERAK,DEA,ACT
PRPSPL336,SPIROMETERS| LOW,PRK041,KESIHATAN,KAMPAR,PERAK,DEA,ACT
PRPSPL339,SPIROMETERS| LOW,PRK042,KESIHATAN,KAMPAR,PERAK,DEA,ACT
PRPSPL340,SPIROMETERS| LOW,PRK043,KESIHATAN,KINTA,PERAK,DEA,ACT
PRPSPL341,SPIROMETERS| LOW,PRK043,KESIHATAN,KINTA,PERAK,DEA,ACT
PRPSPL342,SPIROMETERS| LOW,PRK043,KESIHATAN,KINTA,PERAK,DEA,ACT
PRPSPL343,SPIROMETERS| LOW,PRK043,KESIHATAN,KINTA,PERAK,DEA,ACT
PRPSPL381,SPIROMETERS| LOW,PRK069,KESIHATAN,PERAK TENGAH,PERAK,DEA,ACT
PRPSPL382,SPIROMETERS| LOW,PRK070,KESIHATAN,PERAK TENGAH,PERAK,DEA,ACT
PRPSPL383,SPIROMETERS| LOW,PRK070,KESIHATAN,PERAK TENGAH,PERAK,DEA,ACT
PRPSPL386,SPIROMETERS| LOW,PRK072,KESIHATAN,PERAK TENGAH,PERAK,DEA,ACT
PRPSPL389,SPIROMETERS| LOW,PRK073,KESIHATAN,PERAK TENGAH,PERAK,DEA,ACT
PRPSPL390,SPIROMETERS| LOW,PRK074,KESIHATAN,HILIR PERAK,PERAK,DEA,ACT
PRPSPL391,SPIROMETERS| LOW,PRK076,KESIHATAN,HULU PERAK,PERAK,DEA,ACT
PRPSPL392,SPIROMETERS| LOW,PRK077,KESIHATAN,KERIAN,PERAK,DEA,ACT
PRPSPL399,SPIROMETERS| LOW,PRK096,KESIHATAN,BATANG PADANG,PERAK,DEA,ACT
PRPSPL400,SPIROMETERS| LOW,PRK096,KESIHATAN,BATANG PADANG,PERAK,DEA,ACT
PRPSPL401,SPIROMETERS| LOW,PRK102,KESIHATAN,BATANG PADANG,PERAK,DEA,ACT
PRPSPL402,SPIROMETERS| LOW,PRK102,KESIHATAN,BATANG PADANG,PERAK,DEA,ACT
PRPSPL403,SPIROMETERS| LOW,PRK110,KESIHATAN,BATANG PADANG,PERAK,DEA,ACT
PRPSPL404,SPIROMETERS| LOW,PRK110,KESIHATAN,BATANG PADANG,PERAK,DEA,ACT
PRPSPL405,SPIROMETERS| LOW,PRK168,KESIHATAN,HULU PERAK,PERAK,DEA,ACT
PRPSPL406,SPIROMETERS| LOW,PRK168,KESIHATAN,HULU PERAK,PERAK,DEA,ACT
PRPSPL407,SPIROMETERS| LOW,PRK176,KESIHATAN,KERIAN,PERAK,DEA,ACT
PRPSPL408,SPIROMETERS| LOW,PRK176,KESIHATAN,KERIAN,PERAK,DEA,ACT
PRPSPL411,SPIROMETERS| LOW,PRK311,KESIHATAN,PERAK TENGAH,PERAK,DEA,ACT
PRPSPL412,SPIROMETERS| LOW,PRK557,KESIHATAN,PERAK TENGAH,PERAK,DEA,ACT
SBPSPL011,SPIROMETERS| LOW,SBH052,KESIHATAN,KINABATANGAN,SABAH,DEA,ACT
SBPSPL017,SPIROMETERS| LOW,SBH001,KESIHATAN,BEAUFORT,SABAH,DEA,ACT
SBPSPL018,SPIROMETERS| LOW,SBH001,KESIHATAN,BEAUFORT,SABAH,DEA,ACT
SBPSPL019,SPIROMETERS| LOW,SBH003,KESIHATAN,BEAUFORT,SABAH,DEA,ACT
SBPSPL020,SPIROMETERS| LOW,SBH003,KESIHATAN,BEAUFORT,SABAH,DEA,ACT
SBPSPL021,SPIROMETERS| LOW,SBH003,KESIHATAN,BEAUFORT,SABAH,DEA,ACT
SBPSPL022,SPIROMETERS| LOW,SBH004,KESIHATAN,BEAUFORT,SABAH,DEA,ACT
SBPSPL023,SPIROMETERS| LOW,SBH005,KESIHATAN,KUALA PENYU,SABAH,DEA,ACT
SBPSPL024,SPIROMETERS| LOW,SBH005,KESIHATAN,KUALA PENYU,SABAH,DEA,ACT
SBPSPL025,SPIROMETERS| LOW,SBH005,KESIHATAN,KUALA PENYU,SABAH,DEA,ACT
SBPSPL026,SPIROMETERS| LOW,SBH006,KESIHATAN,SIPITANG,SABAH,DEA,ACT
SBPSPL027,SPIROMETERS| LOW,SBH006,KESIHATAN,SIPITANG,SABAH,DEA,ACT
SBPSPL028,SPIROMETERS| LOW,SBH007,KESIHATAN,SIPITANG,SABAH,DEA,ACT
SBPSPL029,SPIROMETERS| LOW,SBH007,KESIHATAN,SIPITANG,SABAH,DEA,ACT
SBPSPL030,SPIROMETERS| LOW,SBH008,KESIHATAN,SIPITANG,SABAH,DEA,ACT
SBPSPL031,SPIROMETERS| LOW,SBH008,KESIHATAN,SIPITANG,SABAH,DEA,ACT
SBPSPL032,SPIROMETERS| LOW,SBH008,KESIHATAN,SIPITANG,SABAH,DEA,ACT
SBPSPL033,SPIROMETERS| LOW,SBH009,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL034,SPIROMETERS| LOW,SBH009,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL035,SPIROMETERS| LOW,SBH010,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL036,SPIROMETERS| LOW,SBH010,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL037,SPIROMETERS| LOW,SBH010,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL038,SPIROMETERS| LOW,SBH011,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL039,SPIROMETERS| LOW,SBH011,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL040,SPIROMETERS| LOW,SBH011,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL041,SPIROMETERS| LOW,SBH012,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL042,SPIROMETERS| LOW,SBH012,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL043,SPIROMETERS| LOW,SBH012,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL044,SPIROMETERS| LOW,SBH013,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL045,SPIROMETERS| LOW,SBH013,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL046,SPIROMETERS| LOW,SBH014,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL047,SPIROMETERS| LOW,SBH014,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL048,SPIROMETERS| LOW,SBH014,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL049,SPIROMETERS| LOW,SBH014,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL050,SPIROMETERS| LOW,SBH014,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL051,SPIROMETERS| LOW,SBH014,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL052,SPIROMETERS| LOW,SBH014,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL053,SPIROMETERS| LOW,SBH014,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL054,SPIROMETERS| LOW,SBH017,KESIHATAN,KENINGAU,SABAH,DEA,ACT
SBPSPL055,SPIROMETERS| LOW,SBH017,KESIHATAN,KENINGAU,SABAH,DEA,ACT
SBPSPL056,SPIROMETERS| LOW,SBH017,KESIHATAN,KENINGAU,SABAH,DEA,ACT
SBPSPL057,SPIROMETERS| LOW,SBH019,KESIHATAN,KENINGAU,SABAH,DEA,ACT
SBPSPL058,SPIROMETERS| LOW,SBH019,KESIHATAN,KENINGAU,SABAH,DEA,ACT
SBPSPL059,SPIROMETERS| LOW,SBH020,KESIHATAN,NABAWAN,SABAH,DEA,ACT
SBPSPL060,SPIROMETERS| LOW,SBH020,KESIHATAN,NABAWAN,SABAH,DEA,ACT
SBPSPL061,SPIROMETERS| LOW,SBH020,KESIHATAN,NABAWAN,SABAH,DEA,ACT
SBPSPL062,SPIROMETERS| LOW,SBH021,KESIHATAN,NABAWAN,SABAH,DEA,ACT
SBPSPL063,SPIROMETERS| LOW,SBH021,KESIHATAN,NABAWAN,SABAH,DEA,ACT
SBPSPL064,SPIROMETERS| LOW,SBH021,KESIHATAN,NABAWAN,SABAH,DEA,ACT
SBPSPL065,SPIROMETERS| LOW,SBH021,KESIHATAN,NABAWAN,SABAH,DEA,ACT
SBPSPL066,SPIROMETERS| LOW,SBH021,KESIHATAN,NABAWAN,SABAH,DEA,ACT
SBPSPL067,SPIROMETERS| LOW,SBH021,KESIHATAN,NABAWAN,SABAH,DEA,ACT
SBPSPL068,SPIROMETERS| LOW,SBH021,KESIHATAN,NABAWAN,SABAH,DEA,ACT
SBPSPL069,SPIROMETERS| LOW,SBH021,KESIHATAN,NABAWAN,SABAH,DEA,ACT
SBPSPL070,SPIROMETERS| LOW,SBH022,KESIHATAN,NABAWAN,SABAH,DEA,ACT
SBPSPL071,SPIROMETERS| LOW,SBH022,KESIHATAN,NABAWAN,SABAH,DEA,ACT
SBPSPL072,SPIROMETERS| LOW,SBH023,KESIHATAN,NABAWAN,SABAH,DEA,ACT
SBPSPL073,SPIROMETERS| LOW,SBH023,KESIHATAN,NABAWAN,SABAH,DEA,ACT
SBPSPL074,SPIROMETERS| LOW,SBH024,KESIHATAN,TAMBUNAN,SABAH,DEA,ACT
SBPSPL075,SPIROMETERS| LOW,SBH024,KESIHATAN,TAMBUNAN,SABAH,DEA,ACT
SBPSPL076,SPIROMETERS| LOW,SBH025,KESIHATAN,TENOM,SABAH,DEA,ACT
SBPSPL077,SPIROMETERS| LOW,SBH025,KESIHATAN,TENOM,SABAH,DEA,ACT
SBPSPL078,SPIROMETERS| LOW,SBH025,KESIHATAN,TENOM,SABAH,DEA,ACT
SBPSPL079,SPIROMETERS| LOW,SBH019,KESIHATAN,KENINGAU,SABAH,DEA,ACT
SBPSPL080,SPIROMETERS| LOW,SBH017,KESIHATAN,KENINGAU,SABAH,DEA,ACT
SBPSPL081,SPIROMETERS| LOW,SBH023,KESIHATAN,NABAWAN,SABAH,DEA,ACT
SBPSPL082,SPIROMETERS| LOW,SBH021,KESIHATAN,NABAWAN,SABAH,DEA,ACT
SBPSPL083,SPIROMETERS| LOW,SBH026,KESIHATAN,TENOM,SABAH,DEA,ACT
SBPSPL084,SPIROMETERS| LOW,SBH026,KESIHATAN,TENOM,SABAH,DEA,ACT
SBPSPL085,SPIROMETERS| LOW,SBH027,KESIHATAN,TENOM,SABAH,DEA,ACT
SBPSPL086,SPIROMETERS| LOW,SBH027,KESIHATAN,TENOM,SABAH,DEA,ACT
SBPSPL087,SPIROMETERS| LOW,SBH173,KESIHATAN,KUDAT,SABAH,DEA,ACT
SBPSPL088,SPIROMETERS| LOW,SBH038,KESIHATAN,KUDAT,SABAH,DEA,ACT
SBPSPL089,SPIROMETERS| LOW,SBH038,KESIHATAN,KUDAT,SABAH,DEA,ACT
SBPSPL090,SPIROMETERS| LOW,SBH168,KESIHATAN,KUDAT,SABAH,DEA,ACT
SBPSPL091,SPIROMETERS| LOW,SBH170,KESIHATAN,KUDAT,SABAH,DEA,ACT
SBPSPL092,SPIROMETERS| LOW,SBH041,KESIHATAN,PITAS,SABAH,DEA,ACT
SBPSPL093,SPIROMETERS| LOW,SBH171,KESIHATAN,KUDAT,SABAH,DEA,ACT
SBPSPL094,SPIROMETERS| LOW,SBH042,KESIHATAN,PITAS,SABAH,DEA,ACT
SBPSPL095,SPIROMETERS| LOW,SBH042,KESIHATAN,PITAS,SABAH,DEA,ACT
SBPSPL096,SPIROMETERS| LOW,SBH043,KESIHATAN,PITAS,SABAH,DEA,ACT
SBPSPL097,SPIROMETERS| LOW,SBH043,KESIHATAN,PITAS,SABAH,DEA,ACT
SBPSPL098,SPIROMETERS| LOW,SBH044,KESIHATAN,PITAS,SABAH,DEA,ACT
SBPSPL099,SPIROMETERS| LOW,SBH044,KESIHATAN,PITAS,SABAH,DEA,ACT
SBPSPL100,SPIROMETERS| LOW,SBH044,KESIHATAN,PITAS,SABAH,DEA,ACT
SBPSPL120,SPIROMETERS| LOW,SBH050,KESIHATAN,PENAMPANG,SABAH,DEA,ACT
SBPSPL121,SPIROMETERS| LOW,SBH050,KESIHATAN,PENAMPANG,SABAH,DEA,ACT
SBPSPL122,SPIROMETERS| LOW,SBH050,KESIHATAN,PENAMPANG,SABAH,DEA,ACT
SBPSPL123,SPIROMETERS| LOW,SBH050,KESIHATAN,PENAMPANG,SABAH,DEA,ACT
SBPSPL124,SPIROMETERS| LOW,SBH050,KESIHATAN,PENAMPANG,SABAH,DEA,ACT
SBPSPL125,SPIROMETERS| LOW,SBH050,KESIHATAN,PENAMPANG,SABAH,DEA,ACT
SBPSPL126,SPIROMETERS| LOW,SBH050,KESIHATAN,PENAMPANG,SABAH,DEA,ACT
SBPSPL127,SPIROMETERS| LOW,SBH050,KESIHATAN,PENAMPANG,SABAH,DEA,ACT
SBPSPL128,SPIROMETERS| LOW,SBH050,KESIHATAN,PENAMPANG,SABAH,DEA,ACT
SBPSPL129,SPIROMETERS| LOW,SBH054,KESIHATAN,SANDAKAN,SABAH,DEA,ACT
SBPSPL130,SPIROMETERS| LOW,SBH054,KESIHATAN,SANDAKAN,SABAH,DEA,ACT
SBPSPL131,SPIROMETERS| LOW,SBH055,KESIHATAN,SANDAKAN,SABAH,DEA,ACT
SBPSPL132,SPIROMETERS| LOW,SBH055,KESIHATAN,SANDAKAN,SABAH,DEA,ACT
SBPSPL133,SPIROMETERS| LOW,SBH056,KESIHATAN,SANDAKAN,SABAH,DEA,ACT
SBPSPL134,SPIROMETERS| LOW,SBH056,KESIHATAN,SANDAKAN,SABAH,DEA,ACT
SBPSPL135,SPIROMETERS| LOW,SBH054,KESIHATAN,SANDAKAN,SABAH,DEA,ACT
SBPSPL136,SPIROMETERS| LOW,SBH091,KESIHATAN,KINABATANGAN,SABAH,DEA,ACT
SBPSPL137,SPIROMETERS| LOW,SBH091,KESIHATAN,KINABATANGAN,SABAH,DEA,ACT
SBPSPL138,SPIROMETERS| LOW,SBH060,KESIHATAN,TONGOD,SABAH,DEA,ACT
SBPSPL139,SPIROMETERS| LOW,SBH060,KESIHATAN,TONGOD,SABAH,DEA,ACT
SBPSPL140,SPIROMETERS| LOW,SBH060,KESIHATAN,TONGOD,SABAH,DEA,ACT
SBPSPL141,SPIROMETERS| LOW,SBH060,KESIHATAN,TONGOD,SABAH,DEA,ACT
SBPSPL142,SPIROMETERS| LOW,SBH060,KESIHATAN,TONGOD,SABAH,DEA,ACT
SBPSPL143,SPIROMETERS| LOW,SBH060,KESIHATAN,TONGOD,SABAH,DEA,ACT
SBPSPL144,SPIROMETERS| LOW,SBH060,KESIHATAN,TONGOD,SABAH,DEA,ACT
SBPSPL145,SPIROMETERS| LOW,SBH060,KESIHATAN,TONGOD,SABAH,DEA,ACT
SBPSPL146,SPIROMETERS| LOW,SBH061,KESIHATAN,SEMPORNA,SABAH,DEA,ACT
SBPSPL147,SPIROMETERS| LOW,SBH061,KESIHATAN,SEMPORNA,SABAH,DEA,ACT
SBPSPL148,SPIROMETERS| LOW,SBH061,KESIHATAN,SEMPORNA,SABAH,DEA,ACT
SBPSPL149,SPIROMETERS| LOW,SBH061,KESIHATAN,SEMPORNA,SABAH,DEA,ACT
SBPSPL150,SPIROMETERS| LOW,SBH061,KESIHATAN,SEMPORNA,SABAH,DEA,ACT
SBPSPL151,SPIROMETERS| LOW,SBH061,KESIHATAN,SEMPORNA,SABAH,DEA,ACT
SBPSPL152,SPIROMETERS| LOW,SBH061,KESIHATAN,SEMPORNA,SABAH,DEA,ACT
SBPSPL153,SPIROMETERS| LOW,SBH062,KESIHATAN,SEMPORNA,SABAH,DEA,ACT
SBPSPL154,SPIROMETERS| LOW,SBH062,KESIHATAN,SEMPORNA,SABAH,DEA,ACT
SBPSPL155,SPIROMETERS| LOW,SBH063,KESIHATAN,TAWAU,SABAH,DEA,ACT
SBPSPL156,SPIROMETERS| LOW,SBH064,KESIHATAN,TAWAU,SABAH,DEA,ACT
SBPSPL157,SPIROMETERS| LOW,SBH064,KESIHATAN,TAWAU,SABAH,DEA,ACT
SBPSPL158,SPIROMETERS| LOW,SBH064,KESIHATAN,TAWAU,SABAH,DEA,ACT
SBPSPL159,SPIROMETERS| LOW,SBH065,KESIHATAN,TAWAU,SABAH,DEA,ACT
SBPSPL160,SPIROMETERS| LOW,SBH065,KESIHATAN,TAWAU,SABAH,DEA,ACT
SBPSPL161,SPIROMETERS| LOW,SBH065,KESIHATAN,TAWAU,SABAH,DEA,ACT
SBPSPL162,SPIROMETERS| LOW,SBH066,KESIHATAN,TAWAU,SABAH,DEA,ACT
SBPSPL163,SPIROMETERS| LOW,SBH066,KESIHATAN,TAWAU,SABAH,DEA,ACT
SBPSPL164,SPIROMETERS| LOW,SBH066,KESIHATAN,TAWAU,SABAH,DEA,ACT
SBPSPL165,SPIROMETERS| LOW,SBH070,KESIHATAN,RANAU,SABAH,DEA,ACT
SBPSPL166,SPIROMETERS| LOW,SBH071,KESIHATAN,RANAU,SABAH,DEA,ACT
SBPSPL167,SPIROMETERS| LOW,SBH071,KESIHATAN,RANAU,SABAH,DEA,ACT
SBPSPL168,SPIROMETERS| LOW,SBH072,KESIHATAN,RANAU,SABAH,DEA,ACT
SBPSPL169,SPIROMETERS| LOW,SBH072,KESIHATAN,RANAU,SABAH,DEA,ACT
SBPSPL170,SPIROMETERS| LOW,SBH074,KESIHATAN,RANAU,SABAH,DEA,ACT
SBPSPL171,SPIROMETERS| LOW,SBH074,KESIHATAN,RANAU,SABAH,DEA,ACT
SBPSPL172,SPIROMETERS| LOW,SBH074,KESIHATAN,RANAU,SABAH,DEA,ACT
SBPSPL173,SPIROMETERS| LOW,SBH078,KESIHATAN,BEAUFORT,SABAH,DEA,ACT
SBPSPL174,SPIROMETERS| LOW,SBH079,KESIHATAN,KUALA PENYU,SABAH,DEA,ACT
SBPSPL175,SPIROMETERS| LOW,SBH080,KESIHATAN,SIPITANG,SABAH,DEA,ACT
SBPSPL176,SPIROMETERS| LOW,SBH082,KESIHATAN,KENINGAU,SABAH,DEA,ACT
SBPSPL177,SPIROMETERS| LOW,SBH083,KESIHATAN,TAMBUNAN,SABAH,DEA,ACT
SBPSPL178,SPIROMETERS| LOW,SBH084,KESIHATAN,TENOM,SABAH,DEA,ACT
SBPSPL179,SPIROMETERS| LOW,SBH087,KESIHATAN,PAPAR,SABAH,DEA,ACT
SBPSPL180,SPIROMETERS| LOW,SBH090,KESIHATAN,PITAS,SABAH,DEA,ACT
SBPSPL181,SPIROMETERS| LOW,SBH092,KESIHATAN,SANDAKAN,SABAH,DEA,ACT
SBPSPL182,SPIROMETERS| LOW,SBH093,KESIHATAN,KUNAK,SABAH,DEA,ACT
SBPSPL183,SPIROMETERS| LOW,SBH095,KESIHATAN,TAWAU,SABAH,DEA,ACT
SBPSPL184,SPIROMETERS| LOW,SBH096,KESIHATAN,TAWAU,SABAH,DEA,ACT
SBPSPL185,SPIROMETERS| LOW,SBH097,KESIHATAN,KOTA BELUD,SABAH,DEA,ACT
SBPSPL186,SPIROMETERS| LOW,SBH098,KESIHATAN,RANAU,SABAH,DEA,ACT
SBPSPL187,SPIROMETERS| LOW,SBH099,KESIHATAN,TUARAN,SABAH,DEA,ACT
SBPSPL188,SPIROMETERS| LOW,SBH115,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL189,SPIROMETERS| LOW,SBH115,KESIHATAN,BELURAN,SABAH,DEA,ACT
SBPSPL190,SPIROMETERS| LOW,SBH246,KESIHATAN,SIPITANG,SABAH,DEA,ACT
SBPSPL191,SPIROMETERS| LOW,SBH519,KESIHATAN,TAWAU,SABAH,DEA,ACT
SBPSPL192,SPIROMETERS| LOW,SBH521,KESIHATAN,SANDAKAN,SABAH,DEA,ACT
SBPSPL193,SPIROMETERS| LOW,SBH522,KESIHATAN,KOTA KINABALU,SABAH,DEA,ACT
SBPSPL194,SPIROMETERS| LOW,SBH530,KESIHATAN,TAWAU,SABAH,DEA,ACT
SBPSPL195,SPIROMETERS| LOW,SBH558,KESIHATAN,KUDAT,SABAH,DEA,ACT
SBPSPL196,SPIROMETERS| LOW,SBH050,KESIHATAN,PENAMPANG,SABAH,DEA,ACT
SBPSPL197,SPIROMETERS| LOW,SBH560,KESIHATAN,PAPAR,SABAH,DEA,ACT
SBPSPL198,SPIROMETERS| LOW,SBH561,KESIHATAN,TUARAN,SABAH,DEA,ACT
SLPSPL004,SPIROMETERS| LOW,SLR001,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL005,SPIROMETERS| LOW,SLR001,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL006,SPIROMETERS| LOW,SLR001,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL007,SPIROMETERS| LOW,SLR001,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL008,SPIROMETERS| LOW,SLR001,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL009,SPIROMETERS| LOW,SLR001,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL012,SPIROMETERS| LOW,SLR003,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL013,SPIROMETERS| LOW,SLR003,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL014,SPIROMETERS| LOW,SLR003,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL015,SPIROMETERS| LOW,SLR003,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL016,SPIROMETERS| LOW,SLR003,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL017,SPIROMETERS| LOW,SLR003,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL018,SPIROMETERS| LOW,SLR003,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL021,SPIROMETERS| LOW,SLR004,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL022,SPIROMETERS| LOW,SLR004,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL023,SPIROMETERS| LOW,SLR004,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL024,SPIROMETERS| LOW,SLR004,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL025,SPIROMETERS| LOW,SLR004,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL026,SPIROMETERS| LOW,SLR004,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL027,SPIROMETERS| LOW,SLR004,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL031,SPIROMETERS| LOW,SLR005,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL032,SPIROMETERS| LOW,SLR005,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL033,SPIROMETERS| LOW,SLR005,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL034,SPIROMETERS| LOW,SLR005,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL035,SPIROMETERS| LOW,SLR005,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL036,SPIROMETERS| LOW,SLR005,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL040,SPIROMETERS| LOW,SLR006,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL041,SPIROMETERS| LOW,SLR006,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL042,SPIROMETERS| LOW,SLR006,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL043,SPIROMETERS| LOW,SLR006,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL044,SPIROMETERS| LOW,SLR006,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL045,SPIROMETERS| LOW,SLR006,KESIHATAN,GOMBAK,SELANGOR,DEA,ACT
SLPSPL050,SPIROMETERS| LOW,SLR009,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL051,SPIROMETERS| LOW,SLR009,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL052,SPIROMETERS| LOW,SLR009,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL058,SPIROMETERS| LOW,SLR010,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL059,SPIROMETERS| LOW,SLR010,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL068,SPIROMETERS| LOW,SLR012,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL069,SPIROMETERS| LOW,SLR012,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL070,SPIROMETERS| LOW,SLR012,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL076,SPIROMETERS| LOW,SLR014,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL077,SPIROMETERS| LOW,SLR014,KESIHATAN,HULU LANGAT,SELANGOR,DEA,ACT
SLPSPL083,SPIROMETERS| LOW,SLR022,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL084,SPIROMETERS| LOW,SLR022,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL085,SPIROMETERS| LOW,SLR022,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL086,SPIROMETERS| LOW,SLR022,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL087,SPIROMETERS| LOW,SLR022,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL088,SPIROMETERS| LOW,SLR022,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL089,SPIROMETERS| LOW,SLR022,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL098,SPIROMETERS| LOW,SLR025,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL099,SPIROMETERS| LOW,SLR025,KESIHATAN,KLANG,SELANGOR,DEA,ACT
SLPSPL104,SPIROMETERS| LOW,SLR043,KESIHATAN,PETALING,SELANGOR,DEA,ACT
SLPSPL105,SPIROMETERS| LOW,SLR043,KESIHATAN,PETALING,SELANGOR,DEA,ACT
SLPSPL106,SPIROMETERS| LOW,SLR043,KESIHATAN,PETALING,SELANGOR,DEA,ACT
SLPSPL111,SPIROMETERS| LOW,SLR044,KESIHATAN,PETALING,SELANGOR,DEA,ACT
SLPSPL112,SPIROMETERS| LOW,SLR044,KESIHATAN,PETALING,SELANGOR,DEA,ACT
SLPSPL117,SPIROMETERS| LOW,SLR045,KESIHATAN,PETALING,SELANGOR,DEA,ACT
