 
 
 					 


S/No,Package ID,DRN No.,Supplier ID,Supplier Name,Supplier Email ID,Supplier Address,Supplier Contact Person,Product Name,Product Manufacturer,Product Model,Product Details,Clinic ID,Clinic Name,Clinic Address,Clinic Type,Batch,Supplier Zone,PO No.,PO Date,BE No,BE Type,State,District,Delivery date and time,T&C Date and Time,Serial No.,Delivery Status,
"1339","01 03","QMS 01/03/04/017908","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","SWK143","Klinik Kesihatan Tarat","Klinik Kesihatan Tarat  94700  Serian","KK","Batch 4","East Malaysia","PO106545","2016-09-01","SWPFED131","PBE","SARAWAK","SAMARAHAN","2017-07-20 9:00AM","2017-07-20 9:00AM","BBH31316","Products Installed",
"1340","01 03","QMS 01/03/04/017909","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","SWK143","Klinik Kesihatan Tarat","Klinik Kesihatan Tarat  94700  Serian","KK","Batch 4","East Malaysia","PO106545","2016-09-01","SWPFED132","PBE","SARAWAK","SAMARAHAN","2017-07-20 9:00AM","2017-07-20 9:00AM","BBH31319","Products Installed",
"1341","01 03","QMS 01/03/04/017910","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","SWK143","Klinik Kesihatan Tarat","Klinik Kesihatan Tarat  94700  Serian","KK","Batch 4","East Malaysia","PO106545","2016-09-01","SWPFED133","PBE","SARAWAK","SAMARAHAN","2017-07-20 9:00AM","2017-07-20 9:00AM","BBH31320","Products Installed",
"1342","01 03","QMS 01/03/04/017911","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","SWK144","Klinik Kesihatan Tebakang","Klinik Kesihatan Tebakang  94750  Tebakang","KK","Batch 4","East Malaysia","PO106545","2016-09-01","SWPFED134","PBE","SARAWAK","SAMARAHAN","2017-07-20 11:00AM","2017-07-20 11:00AM","BBH31311","Products Installed",
"1343","01 03","QMS 01/03/04/017912","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","SWK145","Klinik Kesihatan Tebedu","Klinik Kesihatan Tebedu  94750  Tebedu","KK","Batch 4","East Malaysia","PO106545","2016-09-01","SWPFED135","PBE","SARAWAK","SAMARAHAN","2017-07-20 2:00PM","2017-07-20 2:00PM","BBH31317","Products Installed",
"1344","01 03","QMS 01/03/04/017913","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","SWK145","Klinik Kesihatan Tebedu","Klinik Kesihatan Tebedu  94750  Tebedu","KK","Batch 4","East Malaysia","PO106545","2016-09-01","SWPFED136","PBE","SARAWAK","SAMARAHAN","2017-07-20 2:00PM","2017-07-20 2:00PM","BBH31318","Products Installed",
"1345","07 09","QMS 07/09/04/018317","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Pump, Pharmacy","Guangzhou Four E’s Scientific Co., Ltd","TD-BD-03-04-05","Pump, Pharmacy","NSB010","Klinik Kesihatan Bandar Seri Jempol","Bandar Seri Jempol 72120 Bandar Seri Jempol","KK","Batch 4","SOUTHERN","PO106897","2016-09-01","NSPPUP007","PBE","NEGERI SEMBILAN","JEMPOL","2017-07-20 2:30PM","2017-07-20 2:30PM","17201674","Products Installed",
"1346","02 03","QMS 02/03/04/014365","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK004","Klinik Kesihatan Tanjung Malim","Tanjung Malim Batang Padang 35950 Tanjung Malim Perak","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL005","PBE","PERAK","BATANG PADANG","2017-07-19 8:00AM","2017-07-19 8:00AM","N/A","Products Installed",
"1347","02 03","QMS 02/03/04/014366","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK004","Klinik Kesihatan Tanjung Malim","Tanjung Malim Batang Padang 35950 Tanjung Malim Perak","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL006","PBE","PERAK","BATANG PADANG","2017-07-19 8:00AM","2017-07-19 8:00AM","N/A","Products Installed",
"1348","02 03","QMS 02/03/04/014367","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK004","Klinik Kesihatan Tanjung Malim","Tanjung Malim Batang Padang 35950 Tanjung Malim Perak","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL007","PBE","PERAK","BATANG PADANG","2017-07-19 8:00AM","2017-07-19 8:00AM","N/A","Products Installed",
"1349","02 03","QMS 02/03/04/014368","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK006","Klinik Kesihatan Tapah","Jalan Damai  35000  Tapah","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL014","PBE","PERAK","BATANG PADANG","2017-07-19 8:00AM","2017-07-19 8:00AM","N/A","Products Installed",
"1350","02 03","QMS 02/03/04/014369","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK006","Klinik Kesihatan Tapah","Jalan Damai  35000  Tapah","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL015","PBE","PERAK","BATANG PADANG","2017-07-19 8:00AM","2017-07-19 8:00AM","N/A","Products Installed",
"1351","02 03","QMS 02/03/04/014370","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK033","Klinik Kesihatan Kampar","Jln  Degong  31900  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL041","PBE","PERAK","KAMPAR","2017-07-19 8:00AM","2017-07-19 8:00AM","N/A","Products Installed",
"1352","02 03","QMS 02/03/04/014371","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK033","Klinik Kesihatan Kampar","Jln  Degong  31900  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL042","PBE","PERAK","KAMPAR","2017-07-19 8:00AM","2017-07-19 8:00AM","N/A","Products Installed",
"1353","02 03","QMS 02/03/04/014372","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK033","Klinik Kesihatan Kampar","Jln  Degong  31900  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL043","PBE","PERAK","KAMPAR","2017-07-19 8:00AM","2017-07-19 8:00AM","N/A","Products Installed",
"1354","02 03","QMS 02/03/04/014373","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK033","Klinik Kesihatan Kampar","Jln  Degong  31900  Kinta","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL044","PBE","PERAK","KAMPAR","2017-07-19 8:00AM","2017-07-19 8:00AM","N/A","Products Installed",
"1355","02 03","QMS 02/03/04/014404","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK064","Klinik Kesihatan Pantai Remis","Jalan Besar  34900  Manjung","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL214","PBE","PERAK","MANJUNG","2017-07-19 8:00AM","2017-07-19 8:00AM","N/A","Products Installed",
"1356","02 03","QMS 02/03/04/014405","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK063","Klinik Kesihatan Sitiawan","Jalan Dato Ahmad Yunus  32000  Manjung","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL205","PBE","PERAK","MANJUNG","2017-07-19 8:00AM","2017-07-19 8:00AM","N/A","Products Installed",
"1357","02 03","QMS 02/03/04/014406","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK063","Klinik Kesihatan Sitiawan","Jalan Dato Ahmad Yunus  32000  Manjung","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL206","PBE","PERAK","MANJUNG","2017-07-19 8:00AM","2017-07-19 8:00AM","N/A","Products Installed",
"1358","02 03","QMS 02/03/04/014407","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK063","Klinik Kesihatan Sitiawan","Jalan Dato Ahmad Yunus  32000  Manjung","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL207","PBE","PERAK","MANJUNG","2017-07-19 8:00AM","2017-07-19 8:00AM","N/A","Products Installed",
"1359","02 03","QMS 02/03/04/014408","SUP004","ANUGERAH SAINTIFIK SDN BHD","maslina@anugerahsaintifik.com","ZP-01-19, Zest Point,
Lebuhraya Bukit Jalil, BK9 Bandar Kinrara, 
47180 Puchong, Selangor
","Maslina Erdawaty","Spirometers, Low","CareFusion U.K 232 Ltd","MicroPeak","Spirometers, Low","PRK063","Klinik Kesihatan Sitiawan","Jalan Dato Ahmad Yunus  32000  Manjung","KK","Batch 4","NORTHERN","PO106725","2016-09-01","PRPSPL208","PBE","PERAK","MANJUNG","2017-07-19 8:00AM","2017-07-19 8:00AM","N/A","Products Installed",
"1360","06 02","QMS 06/02/04/014563","SUP006","BTL INDUSTRIES MALAYSIA SDN BHD","chessy@btlmalaysia.com.my","No. 231 JALAN PJU 1/41 DATARAN PRIMA 47301 PETALING JAYA","Ms Chessy Patricia","Ultrasound Therapy Systems, Physical Therapy","BTL Industries Limited","BTL-4710 Smart","Ultrasound Therapy Systems, Physical Therapy","PRK057","Klinik Kesihatan Pokok Assam","Jln  Menteri Besar  34000  Larut Matang Selama","KK","Batch 4","NORTHERN","PO106547","2016-09-01","PRNULT008","NBE","PERAK","LARUT MATANG SELAMA","2017-07-19 10:00AM","2017-07-19 10:00AM","085S0B007519","Products Installed",
"1361","06 02","QMS 06/02/04/014564","SUP006","BTL INDUSTRIES MALAYSIA SDN BHD","chessy@btlmalaysia.com.my","No. 231 JALAN PJU 1/41 DATARAN PRIMA 47301 PETALING JAYA","Ms Chessy Patricia","Ultrasound Therapy Systems, Physical Therapy","BTL Industries Limited","BTL-4710 Smart","Ultrasound Therapy Systems, Physical Therapy","PRK052","Klinik Kesihatan Trong","Trong  34800  Larut Matang Selama","KK","Batch 4","NORTHERN","PO106547","2016-09-01","PRNULT007","NBE","PERAK","LARUT MATANG SELAMA","2017-07-19 2:00PM","2017-07-19 2:00PM","058S0B007545","Products Installed",
"1362","02 11","QMS 02/11/04/014877","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SLR044","Klinik Kesihatan Kelana Jaya","Lot 38294  Jalan Ss 6 3A  47301 Petaling Jaya  Selangor","KK","Batch 4","CENTRAL","PO108524","2016-02-01","SLNOPT109","NBE","SELANGOR","PETALING","2017-07-19 11.00AM","2017-07-19 11.00AM","4849360062","Products Installed",
"1363","02 11","QMS 02/11/04/014882","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SLR393","Klinik Kesihatan Seksyen 19 Shah Alam","Jalan Gelora 19 46  Seksyen 19  40300 Shah Alam  Selangor","KK","Batch 4","CENTRAL","PO108524","2016-02-01","SLNOPT171","NBE","SELANGOR","PETALING","2017-07-19 09.00AM","2017-07-19 09.00AM","4849360041","Products Installed",
"1364","02 11","QMS 02/11/04/014883","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SLR046","Klinik Kesihatan Shah Alam","No  2  Persiaran Kayangan  Seksyen 7  40000 Shah Alam  Selangor ","KK","Batch 4","CENTRAL","PO108524","2016-02-01","SLNOPT116","NBE","SELANGOR","PETALING","2017-07-19 10.00AM","2017-07-19 10.00AM","4849360071","Products Installed",
"1365","02 11","QMS 02/11/04/014884","SUP008","EDARAN MEDICALTECH M SDN BHD","info@edaranmedicaltech.com","No.19, JALAN PUSAT BCH 1/2, BANDAR COUNTRY HOME, 48000 RAWANG, SELANGOR.","ABD KHALIL ANWAR","Ophthalmoscopes","Rudolf Riester GmbH","Ri-Scope 3812-203.002","Ophthalmoscopes","SLR046","Klinik Kesihatan Shah Alam","No  2  Persiaran Kayangan  Seksyen 7  40000 Shah Alam  Selangor ","KK","Batch 4","CENTRAL","PO108524","2016-02-01","SLNOPT117","NBE","SELANGOR","PETALING","2017-07-19 10.00AM","2017-07-19 10.00AM","4849360036","Products Installed",
"1366","07 06A","QMS 07/06A/04/015726","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, laboratory Vaccine (Gas/ Elec)","B Medical Systems Sarl","RCW50EG","Freezers, laboratory Vaccine (Gas/ Elec)","SBH123","Klinik Desa  Karamatoi, Keningau","D A PKK Keningau  Peti Surat 94  89007 Keningau Sabah","KK","Batch 4","East Malaysia","PO106889","2016-09-01","SBNFRV032","NBE","SABAH","KENINGAU","2017-07-19 10:00AM","2017-07-19 10:00AM","717270s","Products Installed",
"1367","07 06A","QMS 07/06A/04/015727","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, laboratory Vaccine (Gas/ Elec)","B Medical Systems Sarl","RCW50EG","Freezers, laboratory Vaccine (Gas/ Elec)","SBH165","Klinik Desa  Bundu, Kuala Penyu","D A PKK Beaufort  Peti Surat 101  89807 Beaufort Sabah","KK","Batch 4","East Malaysia","PO106889","2016-09-01","SBNFRV060","NBE","SABAH","KUALA PENYU","2017-07-19 2:00PM","2017-07-19 2:00PM","7172709","Products Installed",
"1368","07 06A","QMS 07/06A/04/015728","SUP010","EMS ASIA GROUP SDN BHD","ramesh@ems-asiagroup.com","Level 2, Axis Plaza, No.5, Jalan Penyair U1/44, Seksyen U1, 40150","Ramesh Vengadaraman","Freezers, laboratory Vaccine (Gas/ Elec)","B Medical Systems Sarl","RCW50EG","Freezers, laboratory Vaccine (Gas/ Elec)","SBH163","Klinik Desa  Kerukan, Kuala Penyu","D A PKK Beaufort  Peti Surat 101  89807 Beaufort Sabah","KK","Batch 4","East Malaysia","PO106889","2016-09-01","SBNFRV059","NBE","SABAH","KUALA PENYU","2017-07-19 3:00PM","2017-07-19 3:00PM","7172708","Products Installed",
"1369","01 07","QMS 01/07/04/015771","SUP011","GEMEDIC SDN. BHD.","gemedic@gmail.com","Suite 7-3B, Bangunan Lim, 803-817, Batu 4 1/2, JALAN IPOH, 51200 KUALA LUMPUR .","FARRAH BT AHMAD","Nebulizers, Nonheated","PARI GmbH","Pari Boy SX","Nebulizers, Nonheated","JHR581","Klinik 1 Malaysia Bandar Baru Kangkar Pulai","Aras Bawah  Pangsapuri Kenari 13I  Jlan Harmoni 3  KangkarPulai  81110 Johor Bha","KK","Batch 4","SOUTHERN","PO106624","2016-09-01","JHPNEN062","PBE","JOHOR","JOHOR BAHRU","2017-07-19 12:30PM","2017-07-19 12:30PM","2W16101074","Products Installed",
"1370","01 07","QMS 01/07/04/015772","SUP011","GEMEDIC SDN. BHD.","gemedic@gmail.com","Suite 7-3B, Bangunan Lim, 803-817, Batu 4 1/2, JALAN IPOH, 51200 KUALA LUMPUR .","FARRAH BT AHMAD","Nebulizers, Nonheated","PARI GmbH","Pari Boy SX","Nebulizers, Nonheated","JHR582","Klinik 1 Malaysia Desa Mutiara","Ruang Niaga Blok G Jalan Desa Mutiara Ppr Taman DesaMutiara 81100 Johor Bahru","KK","Batch 4","SOUTHERN","PO106624","2016-09-01","JHPNEN063","PBE","JOHOR","JOHOR BAHRU","2017-07-19 2:00PM","2017-07-19 2:00PM","2W16101075","Products Installed",
"1371","01 07","QMS 01/07/04/015773","SUP011","GEMEDIC SDN. BHD.","gemedic@gmail.com","Suite 7-3B, Bangunan Lim, 803-817, Batu 4 1/2, JALAN IPOH, 51200 KUALA LUMPUR .","FARRAH BT AHMAD","Nebulizers, Nonheated","PARI GmbH","Pari Boy SX","Nebulizers, Nonheated","JHR585","Klinik 1 Malaysia Taman Cendana","Jalan Cendana 13  Taman Cendana  Pasir Gudang  Johore81700  Malaysia","KK","Batch 4","SOUTHERN","PO106624","2016-09-01","JHPNEN064","PBE","JOHOR","JOHOR BAHRU","2017-07-19 3:30PM","2017-07-19 3:30PM","2W16G05224","Products Installed",
"1372","03 01","QMS 03/01/04/015864","SUP035","IDS Medical Systems Sdn Bhd","JothiMoses@idsMED.com","8A, Jalan Pensyarah U1/28, Hicom Glenmarie Industrial Park,
40150 Shah Alam, Selangor Darul Ehsan
","Jothi Dev Moses","Scanning Systems, Ultrasonic, General Purpose (High)","General Electric","LOGIQ V5","Scanning Systems, Ultrasonic, General Purpose (High)","JHR089","Klinik Kesihatan Ibu dan Anak Johor Bahru","Jalan Abdul Samad  81800  Johor Bahru","KK","Batch 4","SOUTHERN","PO108224","2017-02-01","JHNSCH006","NBE","JOHOR","JOHOR BAHRU","2017-07-19 9:00AM","2017-07-19 9:00AM","614995WX0","Products Installed",
"1373","03 01","QMS 03/01/04/015868","SUP035","IDS Medical Systems Sdn Bhd","JothiMoses@idsMED.com","8A, Jalan Pensyarah U1/28, Hicom Glenmarie Industrial Park,
40150 Shah Alam, Selangor Darul Ehsan
","Jothi Dev Moses","Scanning Systems, Ultrasonic, General Purpose (High)","General Electric","LOGIQ V5","Scanning Systems, Ultrasonic, General Purpose (High)","JHR075","Klinik Kesihatan Pontian","Jln  Alsagoff 82000 Pontian","KK","Batch 4","SOUTHERN","PO108224","2017-02-01","JHNSCH011","NBE","JOHOR","PONTIAN","2017-07-19 2:00PM","2017-07-19 2:00PM","614991WX0","Products Installed",
"1374","05 08","QMS 05/08/04/017049","SUP020","Mindray Medical  Sdn Bhd","philip.zcliu@mindray.com","Lot 8-2A, Level 8, Wisma Mont Kiara, Jalan Kiara, Mont Kiara, Kuala Lumpur 50480, Malaysia","Philip Liu","Analyzers, Laboratory, Hematology, Cell Counting, Automated (M)","Shenzhen Mindray Bio-Medical Electronics Co., Ltd.,","BC 30s","Analyzers, Laboratory, Hematology, Cell Counting, Automated (M)","JHR048","Klinik Kesihatan Tanjung Sedili","Felda Sening Kota Tinggi 81900","KK","Batch 4","SOUTHERN","PO107412","2016-11-29","JHNANE016","NBE","JOHOR","KOTA TINGGI","2017-07-19 11:00AM","2017-07-19 11:00AM","TH-76002311","Products Installed",
"1375","05 08","QMS 05/08/04/017053","SUP020","Mindray Medical  Sdn Bhd","philip.zcliu@mindray.com","Lot 8-2A, Level 8, Wisma Mont Kiara, Jalan Kiara, Mont Kiara, Kuala Lumpur 50480, Malaysia","Philip Liu","Analyzers, Laboratory, Hematology, Cell Counting, Automated (M)","Shenzhen Mindray Bio-Medical Electronics Co., Ltd.,","BC 30s","Analyzers, Laboratory, Hematology, Cell Counting, Automated (M)","JHR068","Klinik Kesihatan Parit Jawa","Jalan Muar Ke Batu Pahat 83500  Muar","KK","Batch 4","SOUTHERN","PO107412","2016-11-29","JHNANE021","NBE","JOHOR","MUAR","2017-07-19 11:00AM","2017-07-19 11:00AM","TH-76002319","Products Installed",
"1376","02 04","QMS 02/04/04/017104","SUP021","PERNIAGAAN BEKALAN ABADI SDN BHD","pba7010@bekalanabadi.com.my","NO.82B,TINGKAT 2 PLAZA CITRA KAJANG JALAN CITRA 43000 KAJANG SELANGOR","HJ SAKHI MOHD HJ MUNSHI","Sphygmomanometers, Aneroid","MDF International, USA","808B","Sphygmomanometers, Aneroid","PRK065","Klinik Kesihatan Pulau Pangkor","Jalan Pasir Bogak  32300  Manjung","KK","Batch 4","NORTHERN","PO106368","2016-09-01","PRPSPN214","PBE","PERAK","MANJUNG","2017-07-19 11:00AM","2017-07-19 11:00AM","N/A","Products Installed",
"1377","01 03","QMS 01/03/04/017806","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","PNG052","Klinik Desa Tanjung Berembang","Jln Tanjung Bermbang   14300 Sungai Acheh","KK","Batch 4","NORTHERN","PO106545","2016-09-01","PNPFED078","PBE","PULAU PINANG","SEBERANG PERAI SELATAN","2017-07-19 8:00AM","2017-07-19 8:00AM","BBH 61532","Products Installed",
"1378","01 03","QMS 01/03/04/017807","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","PNG029","Klinik Kesihatan Ibu dan Anak Sungai Bakap","Seberang Perai Selatan  Sungai Bakap 14200 Seberang PeraiTengah","KK","Batch 4","NORTHERN","PO106545","2016-09-01","PNPFED072","PBE","PULAU PINANG","SEBERANG PERAI SELATAN","2017-07-19 8:00AM","2017-07-19 8:00AM","BBH 61081","Products Installed",
"1379","01 03","QMS 01/03/04/017808","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","PNG076","Klinik Desa Bumbung Lima","Jalan Sungai Petani 13200 Kepala Batas","KK","Batch 4","NORTHERN","PO106545","2016-09-01","PNPFED081","PBE","PULAU PINANG","SEBERANG PERAI UTARA","2017-07-19 8:00AM","2017-07-19 8:00AM","BBH61549","Products Installed",
"1380","01 03","QMS 01/03/04/017809","SUP029","SuriaMedik Sdn Bhd","info@suria-medik.com","No. 30, Lorong Raja Nong 1ATaman Alam Nyata Fasa 5 off Jalan Raja Nong,41000Klang Selangor","Faridah bte A Kadir","Fetal Heart Detectors, Ultrasonic","Bistos Co. Ltd","BT200L","Fetal Heart Detectors, Ultrasonic","PNG084","Klinik Desa Kampung Selamat","Jalan Kg Selamat 13300 Tasek Gelugor","KK","Batch 4","NORTHERN","PO106545","2016-09-01","PNPFED083","PBE","PULAU PINANG","SEBERANG PERAI UTARA","2017-07-19 8:00AM","2017-07-19 8:00AM","BBH61547","Products Installed",
