 
 
 					 


S/No,Package ID,DRN No.,Supplier ID,Supplier Name,Supplier Email ID,Supplier Address,Supplier Contact Person,Product Name,Product Manufacturer,Product Model,Product Details,Clinic ID,Clinic Name,Clinic Address,Clinic Type,Batch,Supplier Zone,PO No.,PO Date,BE No,BE Type,State,District,Delivery date and time,T&C Date and Time,Serial No.,Actual T&C Date,Delivery Status,
"1719","05 03","QMS 05/03/07/030537","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR027","Klinik Kesihatan Pulau Indah","Pt 8805 JKR 1353 Jln Rahmat  Pulau Indah  42920 Klang  Selangor ","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL045","NBE","SELANGOR","KLANG","2018-03-26 2:00PM","2018-03-26 2:00PM","611237","05-04-2018","Products Installed",
"1720","05 03","QMS 05/03/07/030538","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR028","Klinik Kesihatan Meru","Pt 55 61 Jalan Kenanga  Meru  41050 Klang  Selangor","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL047","NBE","SELANGOR","KLANG","2018-03-26 11:00AM","2018-03-26 11:00AM","611658","05-04-2018","Products Installed",
"1721","05 03","QMS 05/03/07/030539","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR030","Klinik Kesihatan Kampung Bandar","Bukit Chodoi 42700 Banting  Selangor ","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL049","NBE","SELANGOR","KUALA LANGAT","2018-03-21 2:30PM","2018-03-21 2:30PM","611095","11-04-2018","Products Installed",
"1722","05 03","QMS 05/03/07/030540","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR031","Klinik Kesihatan Jenjarom","Jalan Kampung Jenjarom  Banting  42600 Kuala Langat  Selangor ","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL051","NBE","SELANGOR","KUALA LANGAT","2018-03-21 2:30PM","2018-03-21 2:30PM","6611645","30-05-2018","Products Installed",
"1723","05 03","QMS 05/03/07/030541","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR034","Klinik Kesihatan Bukit Changgang","Jln Labohan Dagang  42700 Kuala Langat  Selangor ","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL053","NBE","SELANGOR","KUALA LANGAT","2018-03-23 11:00AM","2018-03-23 11:00AM","611289","28-05-2018","Products Installed",
"1724","05 03","QMS 05/03/07/030542","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR043","Klinik Kesihatan Seri Kembangan","Jln Besar Seri Kembangan  43300 Seri Kembangan  Selangor","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL055","NBE","SELANGOR","PETALING","2018-03-30 9:00AM","2018-03-30 9:00AM","611267","05-04-2018","Products Installed",
"1725","05 03","QMS 05/03/07/030543","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR044","Klinik Kesihatan Kelana Jaya","Lot 38294  Jalan Ss 6 3A  47301 Petaling Jaya  Selangor","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL057","NBE","SELANGOR","PETALING","2018-03-21 11:00AM","2018-03-21 11:00AM","611325","23-03-2018","Products Installed",
"1726","05 03","QMS 05/03/07/030544","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR045","Klinik Kesihatan Medan Maju Jaya","Jalan Pjs 2C 5  Taman Dato Harun  46000 Petaling Jaya   Selangor","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL059","NBE","SELANGOR","PETALING","2018-03-21 2:30PM","2018-03-21 2:30PM","611677","23-03-2018","Products Installed",
"1727","05 03","QMS 05/03/07/030545","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR047","Klinik Kesihatan Puchong","Batu 14  Puchong  47100 Petaling  Selangor ","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL061","NBE","SELANGOR","PETALING","2018-03-30 11:00AM","2018-03-30 11:00AM","611246","05-04-2018","Products Installed",
"1728","05 03","QMS 05/03/07/030546","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR016","Klinik Kesihatan Soeharto","Kuala Kubu Bahru 44010 Hulu Selangor  Selangor","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL066","NBE","SELANGOR","HULU SELANGOR","2018-03-22 2:30PM","2018-03-22 2:30PM","611713","05-04-2018","Products Installed",
"1729","05 03","QMS 05/03/07/030547","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR020","Klinik Kesihatan Sungai Selisek","JKR 565  Klinik Kesihatan Selisek  44020 Sungai Selisek  HuluSelangor ","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL071","NBE","SELANGOR","HULU SELANGOR","2018-03-22 11:00AM","2018-03-22 11:00AM","611332","04-04-2018","Products Installed",
"1730","05 03","QMS 05/03/07/030548","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR036","Klinik Kesihatan Kanchong Darat","JKR 856  Jalan Durian  Kancong Darat  42700 Banting  Kuala Langat  Selangor","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL080","NBE","SELANGOR","KUALA LANGAT","2018-03-22 11:00AM","2018-03-22 11:00AM","611701","11-04-2018","Products Installed",
"1731","05 03","QMS 05/03/07/030549","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR037","Klinik Kesihatan Sijangkang","Batu 9 Sijangkang 42500 Telok Panglima Garang Selangor ","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL082","NBE","SELANGOR","KUALA LANGAT","2018-03-23 9:00AM","2018-03-23 9:00AM","611134","30-05-2018","Products Installed",
"1732","05 03","QMS 05/03/07/030550","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR038","Klinik Kesihatan Tanjung Karang","Jalan Sungai Kajang  45500 Tg  Karang  Selangor ","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL084","NBE","SELANGOR","KUALA SELANGOR","2018-04-04 3:30PM","2018-04-04 3:30PM","611170","13-04-2018","Products Installed",
"1733","05 03","QMS 05/03/07/030551","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR049","Klinik Kesihatan Parit Baru","Jalan Masjid Bagan Nakhoda Omar  45400 Sabak Bernam  Selangor","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL090","NBE","SELANGOR","SABAK BERNAM","2018-03-29 3:30PM","2018-03-29 3:30PM","611672","12-04-2018","Products Installed",
"1734","05 03","QMS 05/03/07/030552","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR051","Klinik Kesihatan Bagan Terap","1 Jalan Bagan Terap  45300 Sabak Bernam  Selangor ","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL092","NBE","SELANGOR","SABAK BERNAM","2018-03-29 2:00PM","2018-03-29 2:00PM","611331","12-04-2018","Products Installed",
"1735","05 03","QMS 05/03/07/030553","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR100","Klinik Kesihatan  Bukit Naga","Batu 6  Jalan Klinik  42450 Klang  Selangor","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL098","NBE","SELANGOR","KLANG","2018-03-26 10:30AM","2018-03-26 10:30AM","611642","05-06-2018","Products Installed",
"1736","05 03","QMS 05/03/07/030554","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR046","Klinik Kesihatan Shah Alam","No  2  Persiaran Kayangan  Seksyen 7  40000 Shah Alam  Selangor ","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL100","NBE","SELANGOR","PETALING","2018-03-21 9:00AM","2018-03-21 9:00AM","611704","05-04-2018","Products Installed",
"1737","05 03","QMS 05/03/07/030555","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR179","Klinik Kesihatan Sepang","Pekan Sepang  43900 Sepang  Selangor","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL102","NBE","SELANGOR","SEPANG","2018-03-21 2:00PM","2018-03-21 2:00PM","611720","11-04-2018","Products Installed",
"1738","05 03","QMS 05/03/07/030556","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR186","Klinik Kesihatan Gombak Setia","Jalan Sekolah  53000 Gombak  Selangor","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL104","NBE","SELANGOR","GOMBAK","2018-03-27 3:00PM","2018-03-27 3:00PM","611657","05-04-2018","Products Installed",
"1739","05 03","QMS 05/03/07/030564","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","PNG012","Klinik Kesihatan Seberang Jaya","Jln Perpustakaan 13700 Seberang Jaya","KK","Batch 7","NORTHERN","PO110729","2017-09-06","PNNMIL003","NBE","PULAU PINANG","SEBERANG PERAI TENGAH","2018-04-02 3:30PM","2018-04-02 3:30PM","611692","06-04-2018","Products Installed",
"1740","05 03","QMS 05/03/07/030565","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","PRK030","Klinik Kesihatan Greentown","Jln  Raja Musa Aziz  30450  Kinta","KK","Batch 7","NORTHERN","PO110729","2017-09-06","PRNMIL003","NBE","PERAK","KINTA","2018-04-12 11:00AM","2018-04-12 11:00AM","611279","18-05-2018","Products Installed",
"1741","05 03","QMS 05/03/07/030566","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","PRK060","Klinik Kesihatan Taiping","Jln  Tupai  34000  Larut Matang Selama","KK","Batch 7","NORTHERN","PO110729","2017-09-06","PRNMIL006","NBE","PERAK","LARUT MATANG SELAMA","2018-04-18 11:00AM","2018-04-18 11:00AM","611285","17-05-2018","Products Installed",
"1742","05 03","QMS 05/03/07/030567","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR056","Klinik Desa Hulu Kelang","Jalan Datok Abu Samah  Kampung Pasir  68000  Gombak","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL003","NBE","SELANGOR","GOMBAK","2018-04-03 9:00AM","2018-04-03 9:00AM","611227","31-05-2018","Products Installed",
"1743","05 03","QMS 05/03/07/030568","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR060","Klinik Desa Gombak Utara (Bt. 8)","Batu 8  53000 Gombak  Selangor","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL006","NBE","SELANGOR","GOMBAK","2018-04-04 2:00PM","2018-04-04 2:00PM","611303","31-05-2018","Products Installed",
"1744","05 03","QMS 05/03/07/030569","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR007","Klinik Kesihatan Taman Ehsan","Jalan E4 16 Kepong  51000  Gombak  Selangor","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL009","NBE","SELANGOR","GOMBAK","2018-04-02 2:00PM","2018-04-02 2:00PM","61102","30-05-2018","Products Installed",
"1745","05 03","QMS 05/03/07/030570","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR009","Klinik Kesihatan Batu 9","Batu 9 Cheras  43200 Cheras  Selangor ","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL012","NBE","SELANGOR","HULU LANGAT","2018-04-02 11:00AM","2018-04-02 11:00AM","611276","13-04-2018","Products Installed",
"1746","05 03","QMS 05/03/07/030571","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR010","Klinik Kesihatan Kajang","Kg Baru Cina  43500 Semenyih  Selangor ","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL015","NBE","SELANGOR","HULU LANGAT","2018-03-27 2:00PM","2018-03-27 2:00PM","611669","05-04-2018","Products Installed",
"1747","05 03","QMS 05/03/07/030572","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR014","Klinik Kesihatan Ampang","Jalan Mewah 3  Taman Ampang Mewah  Pekan Ampang  68000 Ampang  Selangor ","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL018","NBE","SELANGOR","HULU LANGAT","2018-04-04 9:00AM","2018-04-04 9:00AM","SN611093","13-04-2018","Products Installed",
"1748","05 03","QMS 05/03/07/030573","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR046","Klinik Kesihatan Shah Alam","No  2  Persiaran Kayangan  Seksyen 7  40000 Shah Alam  Selangor ","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL021","NBE","SELANGOR","PETALING","2018-03-30 11:00AM","2018-03-30 11:00AM","611719","05-04-2018","Products Installed",
"1749","05 03","QMS 05/03/07/030574","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR364","Klinik Kesihatan Bandar Botanic","D A Blok B  Jalan Langat  Bandar Botani   41200Klang Selangor ","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL024","NBE","SELANGOR","KLANG","2018-03-26 2:00PM","2018-03-26 2:00PM","611234","05-06-2018","Products Installed",
"1750","05 03","QMS 05/03/07/030576","SUP022","PHARMANIAGA LOGISTICS SDN BHD  ","azuan@pharmaniaga.com","NO. 7, LORONG KELULI 1B, KAWASAN PERINDUSTRIAN BUKIT RAJA SELATAN, SEKSYEN 7,  40000 SHAH ALAM, SELANGOR","Shahnon Ahmed","Microscopes, Light, Laboratory","Nikon Corporation","E200 LED","Microscopes, Light, Laboratory","SLR364","Klinik Kesihatan Bandar Botanic","D A Blok B  Jalan Langat  Bandar Botani   41200Klang Selangor ","KK","Batch 7","CENTRAL","PO110729","2017-09-06","SLNMIL025","NBE","SELANGOR","KLANG","2018-03-26 2:00PM","2018-03-26 2:00PM","611241","05-06-2018","Products Installed",
"1751","05 04","QMS 05/04/07/030578","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Rotators","Gemmy Industrial Corp.","VM-370","Rotators","SWK008","Klinik Kesihatan Spaoh","Klinik Kesihatan Spaoh  Spaoh Saribas 95600 Betong","KK","Batch 7","East Malaysia","PO106892","2016-09-01","SWNROT009","NBE","SARAWAK","BETONG","2018-04-27 11:30AM","2018-04-27 11:30AM","1704035","04-05-2018","Products Installed",
"1752","05 04","QMS 05/04/07/030579","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Rotators","Gemmy Industrial Corp.","VM-370","Rotators","SWK014","Klinik Kesihatan Roban","Klinik Kesihatan Roban  Roban Kalaka  95300  Saratok","KK","Batch 7","East Malaysia","PO106892","2016-09-01","SWNROT010","NBE","SARAWAK","BETONG","2018-04-27 2:00PM","2018-04-27 2:00PM","1704007","28-05-2018","Products Installed",
"1753","05 04","QMS 05/04/07/030580","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Rotators","Gemmy Industrial Corp.","VM-370","Rotators","SWK015","Klinik Kesihatan Bintulu","Klinik Kesihatan Bintulu  Lebuh Raya Abang Galau Bintulu 97000  Bintulu","KK","Batch 7","East Malaysia","PO106892","2016-09-01","SWNROT011","NBE","SARAWAK","BINTULU","2018-04-30 9:00AM","2018-04-30 9:00AM","1704038","04-05-2018","Products Installed",
"1754","05 05","QMS 05/05/07/030601","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Mixers (KK)","Gemmy Industrial Corp.","VRN-480","Mixers (KK)","SBH078","Klinik Kesihatan Ibu dan Anak Beaufort","Pejabat Kesihatan Kawasan Beaufoft  Peti Surat 101  89807  Beaufort","KK","Batch 7","East Malaysia","PO106887","2016-09-01","SBPMIX006","PBE","SABAH","BEAUFORT","2018-04-25 2:00PM","2018-04-25 2:00PM","1704210","16-05-2018","Products Installed",
"1755","05 05","QMS 05/05/07/030602","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Mixers (KK)","Gemmy Industrial Corp.","VRN-480","Mixers (KK)","SBH005","Klinik Kesihatan Menumbok","D A Pejabat Kesihatan Beaufort  Peti Surat 101  89807Beaufort  Sabah","KK","Batch 7","East Malaysia","PO106887","2016-09-01","SBPMIX007","PBE","SABAH","KUALA PENYU","2018-04-24 9:00AM","2018-04-24 9:00AM","1704206","16-05-2018","Products Installed",
"1756","05 05","QMS 05/05/07/030603","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Mixers (KK)","Gemmy Industrial Corp.","VRN-480","Mixers (KK)","SBH079","Klinik Kesihatan Ibu dan Anak Kuala Penyu","D A Pejabat Kesihatan Kawasan Beaufoft  Peti Surat No 5  89747  Beaufort","KK","Batch 7","East Malaysia","PO106887","2016-09-01","SBPMIX008","PBE","SABAH","KUALA PENYU","2018-04-25 9:00AM","2018-04-25 9:00AM","1704208","16-05-2018","Products Installed",
"1757","05 05","QMS 05/05/07/030604","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Mixers (KK)","Gemmy Industrial Corp.","VRN-480","Mixers (KK)","SBH005","Klinik Kesihatan Menumbok","D A Pejabat Kesihatan Beaufort  Peti Surat 101  89807Beaufort  Sabah","KK","Batch 7","East Malaysia","PO106887","2016-09-01","SBPMIX009","PBE","SABAH","KUALA PENYU","2018-04-24 9:00AM","2018-04-24 9:00AM","1704203","16-05-2018","Products Installed",
"1758","05 05","QMS 05/05/07/030605","SUP032","Translab M Sdn Bhd","azman@translab.com.my","18, Jalan PJS 11/16, Bandar Sunway, 46150 Petaling Jaya","AZMAN BIN OTHMAN","Mixers (KK)","Gemmy Industrial Corp.","VRN-480","Mixers (KK)","SBH008","Klinik Kesihatan Sindumin","D A Pejabat Kesihatan Sipitang  Peti Surat 157  89857Sipitang  Sabah","KK","Batch 7","East Malaysia","PO106887","2016-09-01","SBPMIX010","PBE","SABAH","SIPITANG","2018-04-26 2:00PM","2018-04-26 2:00PM","1704197","16-05-2018","Products Installed",
